drug_code	DIN_7	Packaging	status	market_status	marketed_date	DIN_13	Community_approval	repayment_rate	drug_cost
61274635	3526576	"6 poche(s) doubles bicompartimenté(e)(s)/à 2 compartiments PVC suremballée(s)/surpochée(s) de 1,5 litres avec système à vis (Luer)"	Présentation active	Déclaration de commercialisation	1/6/2003	3400935265760	oui		
61274635	3526607	5 poche(s) doubles bicompartimenté(e)(s)/à 2 compartiments PVC suremballée(s)/surpochée(s) de 2 litres avec perforateur	Présentation active	Déclaration d'arrêt de commercialisation	6/4/2012	3400935266071	non		
61274635	3526613	5 poche(s) doubles bicompartimenté(e)(s)/à 2 compartiments PVC suremballée(s)/surpochée(s) de 2 litres avec système à vis (Luer)	Présentation active	Déclaration de commercialisation	1/6/2003	3400935266132	oui		
61274635	3526642	"4 poche(s) simples bicompartimenté(e)(s)/à 2 compartiments PVC suremballée(s)/surpochée(s) de 2,5 litres avec système à vis (Luer)"	Présentation active	Déclaration de commercialisation	2/5/2003	3400935266422	oui		
61274635	3526665	"4 poche(s) doubles bicompartimenté(e)(s)/à 2 compartiments PVC suremballée(s)/surpochée(s) de 2,5 litres avec système à vis (Luer)"	Présentation active	Déclaration de commercialisation	2/5/2003	3400935266651	oui		
61278936	3747739	2 poche(s) (CLEARFLEX) bicompartimenté(e)(s)/à 2 compartiments polypropylène polyamide SEBS : styrène-éthylène-butylène-styrène polyéthylène suremballée(s)/surpochée(s) de 5000 ml	Présentation active	Déclaration de commercialisation	15/01/2007	3400937477390	oui		
61344350	3600806	4 poche(s) polyoléfine de 2000 ml bicompartimenté(e)(s)/à 2 compartiments avec connecteur(s) suremballée(s)/surpochée(s)	Présentation active	Déclaration de commercialisation	14/04/2003	3400936008069	oui		
61344350	3600812	4 poche(s) polyoléfine de 2500 ml bicompartimenté(e)(s)/à 2 compartiments avec connecteur(s) suremballée(s)/surpochée(s)	Présentation active	Déclaration de commercialisation	24/09/2003	3400936008120	oui		
61344350	3600829	4 poche(s) polyoléfine de 3000 ml bicompartimenté(e)(s)/à 2 compartiments avec connecteur(s) suremballée(s)/surpochée(s)	Présentation active	Déclaration de commercialisation	7/4/2009	3400936008298	non		
61344350	3600835	4 poche(s) polyoléfine de 3000 ml bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s)	Présentation active	Déclaration de commercialisation	23/06/2003	3400936008359	oui		
61387280	3660441	"2 poche(s) simples bicompartimenté(e)(s)/à 2 compartiments polypropylène polyamide SEBS : styrène-éthylène-butylène-styrène polyéthylène (CLEARFLEX) de 5,0 l avec Raccord Luer"	Présentation active	Déclaration de commercialisation	13/01/2010	3400936604414	oui		
61475677	3838293	2 poche(s) polyoléfine bicompartimenté(e)(s)/à 2 compartiments de 250 ml de solution d'électrolytes + 4750 ml de solution tampon en poche polyoléfine avec port d'injection et connecteur Luer	Présentation active	Déclaration de commercialisation	9/7/2008	3400938382938	oui		
61502971	3444602	40 poche(s) polypropylène styrène éthylène butadiène suremballée(s)/surpochée(s) de 50  ml	Présentation active	Déclaration de commercialisation	5/7/1999	3400934446023	non	65%	"2,54"
61502971	3444619	40 poche(s) polypropylène styrène éthylène butadiène suremballée(s)/surpochée(s) de 100  ml	Présentation active	Déclaration de commercialisation	5/7/1999	3400934446191	non	65%	"2,71"
61502971	3444625	20 poche(s) polypropylène styrène éthylène butadiène suremballée(s)/surpochée(s) de 250  ml	Présentation active	Déclaration de commercialisation	5/7/1999	3400934446252	non	65%	"2,74"
61502971	3529267	15 poche(s) polyester copolymère polyéthylène polypropylène styrène éthylène butadiène suremballée(s)/surpochée(s) de 500  ml	Présentation active	Déclaration de commercialisation	23/07/2000	3400935292674	non		
61502971	3529273	8 poche(s) polyester copolymère polyéthylène polypropylène styrène éthylène butadiène suremballée(s)/surpochée(s) de 1000  ml	Présentation active	Déclaration de commercialisation	23/07/2000	3400935292735	non		
61502971	3675112	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 50 ml	Présentation active	Déclaration de commercialisation	1/1/2007	3400936751125	oui	65%	"2,54"
61502971	3675129	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 100 ml	Présentation active	Déclaration de commercialisation	1/1/2007	3400936751293	oui	65%	"2,71"
61502971	3675135	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 250 ml	Présentation active	Déclaration de commercialisation	31/03/2008	3400936751354	oui	65%	"2,74"
61502971	3675141	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 500 ml	Présentation active	Déclaration de commercialisation	26/05/2008	3400936751415	oui	65%	"2,96"
61502971	3675158	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 1000 ml	Présentation active	Déclaration de commercialisation	2/1/2008	3400936751583	oui	65%	"3,58"
61502971	4157388	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 50 ml avec site d'addition Luer Lock	Présentation active	Déclaration de commercialisation	28/08/2012	3400941573880	oui	65%	"2,54"
61502971	4157394	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 100 ml avec site d'addition Luer Lock	Présentation active	Déclaration de commercialisation	12/6/2012	3400941573941	oui	65%	"2,71"
61502971	4157402	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 250 ml avec site d'addition Luer Lock	Présentation active	Déclaration de commercialisation	10/1/2012	3400941574023	oui	65%	"2,74"
61502971	4157419	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 500 ml avec site d'addition Luer Lock	Présentation active	Déclaration de commercialisation	20/08/2012	3400941574191	oui	65%	"2,96"
61502971	4157425	1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 1000 ml avec site d'addition Luer Lock	Présentation active	Déclaration de commercialisation	13/08/2012	3400941574252	oui	65%	"3,58"
61604257	3953462	30 plaquette(s) thermoformée(s) PVC PVDC aluminium suremballée(s)/surpochée(s) de 1 gélule(s)	Présentation active	Déclaration de commercialisation	29/03/2010	3400939534626	oui	100%	"182,74"
61646911	3618551	50 poche(s) polyoléfine polyamide suremballée(s)/surpochée(s) de 100  ml	Présentation active	Déclaration de commercialisation	22/12/2003	3400936185517	oui		
61646911	3618574	30 poche(s) polyoléfine polyamide suremballée(s)/surpochée(s) de 250  ml	Présentation active	Déclaration de commercialisation	22/12/2003	3400936185746	oui		
61646911	3618580	20 poche(s) polyoléfine polyamide suremballée(s)/surpochée(s) de 500  ml	Présentation active	Déclaration de commercialisation	22/12/2003	3400936185807	oui		
61646911	3618597	10 poche(s) polyoléfine polyamide suremballée(s)/surpochée(s) de 1000  ml	Présentation active	Déclaration de commercialisation	22/12/2003	3400936185975	oui		
61684869	3865901	6 poches à 3 compartiments polypropylène polyéthylène SEBS : styrène-éthylène-butylène-styrène EVA : éthylène vinyl acétate copolymère PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol suremballée(s)/surpochée(s) de 1000 ml	Présentation active	Déclaration de commercialisation	8/1/2010	3400938659016	oui		
61684869	3865918	4 poches à 3 compartiments polypropylène polyéthylène SEBS : styrène-éthylène-butylène-styrène EVA : éthylène vinyl acétate copolymère PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol suremballée(s)/surpochée(s) de 1500 ml	Présentation active	Déclaration de commercialisation	16/07/2009	3400938659184	oui		
61684869	3865924	4 poches à 3 compartiments polypropylène polyéthylène SEBS : styrène-éthylène-butylène-styrène EVA : éthylène vinyl acétate copolymère PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol suremballée(s)/surpochée(s) de 2000 ml	Présentation active	Déclaration de commercialisation	2/10/2009	3400938659245	oui		
61710577	3514739	plaquette(s) thermoformée(s) PVC-Aluminium suremballée(s)/surpochée(s) de 10 lyophilisat(s)	Présentation active	Déclaration de commercialisation	27/06/2003	3400935147394	non	30%	"2,27"
61727612	3806991	30 plaquette(s) thermoformée(s) PVC PVDC aluminium suremballée(s)/surpochée(s) de 1 gélule(s)	Présentation active	Déclaration de commercialisation	5/5/2008	3400938069914	oui	100%	"299,01"
61732488	5838475	12 poche(s) Biofine copolymère (éthylène/propylène) de 500 ml	Présentation active	Déclaration de commercialisation	17/10/2013	3400958384752	oui		
61786735	3698745	6 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de 500 ml	Présentation active	Déclaration de commercialisation	16/04/2007	3400936987456	oui		
61786735	3698751	4 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de 750 ml - 4 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de	Présentation active	Déclaration de commercialisation	16/04/2007	3400936987517	oui		
61786735	3698768	4 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de 1000 ml - 4 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de	Présentation active	Déclaration d'arrêt de commercialisation	16/07/2012	3400936987685	non		
61868157	5667743	1 poche(s) (MACOFLEX) polyoléfine suremballée(s)/surpochée(s) de 40 ml	Présentation active	Déclaration de commercialisation	25/04/2006	3400956677436	oui		
61881286	3608386	"4 poche(s) (CLEARFLEX) polypropylène polyamide polyéthylène suremballée(s)/surpochée(s) de 2,5  l"	Présentation active	Déclaration de commercialisation	19/04/2011	3400936083868	non		
61887218	2210256	plaquette(s) thermoformée(s) PVC PVDC aluminium suremballée(s)/surpochée(s) de 50 gélule(s)	Présentation active	Déclaration de commercialisation	11/2/2016	3400922102566	non	100%	"77,84"
61904596	5739796	1 poche(s) polyoléfine suremballée(s)/surpochée(s) de 200 ml	Présentation active	Déclaration de commercialisation	18/05/2009	3400957397968	oui		
61904596	5791644	10 poche(s) FREEFLEX polypropylène SIS : styrène-isoprène-styrène SEBS : styrène-éthylène-butylène-styrène suremballée(s)/surpochée(s) de 200 ml	Présentation active	Déclaration de commercialisation	21/09/2011	3400957916442	oui		
61921204	3594738	"1 seringue(s) préremplie(s) en verre de 0,5  ml avec aiguille(s) (25 G, 5/8"")"	Présentation active	Déclaration de commercialisation	25/09/2002	3400935947383	oui	65%	"6,10"
61926913	3245624	1 flacon(s) de 60  ml  en polyéthylène haute densité (PEHD) avec cuillère-mesure avec mesurette(s) graduée(s) en polyéthylène/polystyrène	Présentation active	Déclaration de commercialisation	19/11/1982	3400932456246	oui	65%	"5,53"
61964294	3748561	plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium suremballée(s)/surpochée(s) de 50 gélule(s)	Présentation active	Déclaration de commercialisation	1/8/2013	3400937485616	oui	100%	"388,48"
61983743	3866013	4 poches à 3 compartiments polypropylène polyéthylène SEBS : styrène-éthylène-butylène-styrène EVA : éthylène vinyl acétate copolymère PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol suremballée(s)/surpochée(s) de 1500 ml	Présentation active	Déclaration de commercialisation	18/06/2009	3400938660135	oui		
61983743	3866036	4 poches à 3 compartiments polypropylène polyéthylène SEBS : styrène-éthylène-butylène-styrène EVA : éthylène vinyl acétate copolymère PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol suremballée(s)/surpochée(s) de 2000 ml	Présentation active	Déclaration de commercialisation	18/06/2009	3400938660364	oui		
61984083	3604744	20 poche(s) (VIAFLO) polyéthylène polyamide polypropylène suremballée(s)/surpochée(s) de 500  ml	Présentation active	Déclaration de commercialisation	1/1/1995	3400936047440	oui		
61984083	3604750	10 poche(s) (VIAFLO) polyéthylène polyamide polypropylène suremballée(s)/surpochée(s) de 1000  ml	Présentation active	Déclaration de commercialisation	1/1/1995	3400936047501	oui		
62016456	3794207	1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 100 ml	Présentation active	Déclaration de commercialisation	6/11/2013	3400937942072	oui		
62016456	3794213	1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 250 ml	Présentation active	Déclaration de commercialisation	9/5/2008	3400937942133	oui		
62016456	3794236	1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 500 ml	Présentation active	Déclaration de commercialisation	9/5/2008	3400937942362	oui		
62079435	3794271	1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 500 ml	Présentation active	Déclaration de commercialisation	16/10/2008	3400937942713	oui		
62079435	3794288	1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 1000 ml	Présentation active	Déclaration de commercialisation	1/1/2014	3400937942881	oui		
62126714	3816191	1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 250 ml	Présentation active	Déclaration de commercialisation	18/09/2008	3400938161915	oui		
62126714	3816216	1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 500 ml	Présentation active	Déclaration de commercialisation	16/04/2008	3400938162165	oui		
62126714	3816222	1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 1000 ml	Présentation active	Déclaration d'arrêt de commercialisation	7/12/2012	3400938162226	non		
62150722	5869263	5 poche(s) polyoléfine suremballée(s)/surpochée(s) de 100 ml	Présentation active	Déclaration de commercialisation	23/11/2015	3400958692635	non		
62186241	3486799	"10 flacon(s) polyéthylène suremballée(s)/surpochée(s) de 0,6 ml"	Présentation active	Déclaration de commercialisation	20/09/1999	3400934867996	non		
62201138	3866059	6 poches à 3 compartiments polypropylène polyéthylène SEBS : styrène-éthylène-butylène-styrène EVA : éthylène vinyl acétate copolymère PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol suremballée(s)/surpochée(s) de 1000 ml	Présentation active	Déclaration de commercialisation	8/1/2010	3400938660593	oui	65%	"165,87"
62201138	3866065	4 poches à 3 compartiments polypropylène polyéthylène SEBS : styrène-éthylène-butylène-styrène EVA : éthylène vinyl acétate copolymère PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol suremballée(s)/surpochée(s) de 1500 ml	Présentation active	Déclaration de commercialisation	6/7/2009	3400938660654	oui	65%	"130,00"
62201138	3866071	4 poches à 3 compartiments polypropylène polyéthylène SEBS : styrène-éthylène-butylène-styrène EVA : éthylène vinyl acétate copolymère PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol suremballée(s)/surpochée(s) de 2000 ml	Présentation active	Déclaration de commercialisation	26/01/2010	3400938660715	oui	65%	"147,92"
62202037	3919666	plaquette(s) thermoformée(s) aluminium suremballée(s)/surpochée(s) de 30 comprimé(s)	Présentation active	Déclaration de commercialisation	27/06/2011	3400939196664	oui	65%	"7,38"
62202037	3919703	plaquette(s) thermoformée(s) aluminium suremballée(s)/surpochée(s) de 90 comprimé(s)	Présentation active	Déclaration de commercialisation	27/06/2011	3400939197036	oui	65%	"21,39"
62217480	4982193	5 poche(s) à 3 compartiments polyamide polypropylène suremballée(s)/surpochée(s) de 625 ml	Présentation active	Déclaration de commercialisation	4/4/2011	3400949821938	oui	65%	"96,38"
