10025	S03AA30	"ANTIINFECTIVES, COMBINATIONS"	52:04.04	ANTIBACTERIALS						
47474	C09AA01	CAPTOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
47505	J01CA04	AMOXICILLIN	08:12.16.08	AMINOPENICILLINS						
47506	J01CA04	AMOXICILLIN	08:12.16.08	AMINOPENICILLINS						
47507	J01CA04	AMOXICILLIN	08:12.16.08	AMINOPENICILLINS						
47508	C07AB03	ATENOLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
47509	C07AB03	ATENOLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
47516	C08DB01	DILTIAZEM	24:28.92	MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS						
47517	C08DB01	DILTIAZEM	24:28.92	MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS						
47545	C01EB09	UBIDECARENONE	88:30.00*	OTHER NUTRITIONAL AGENTS						
48025	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
48058	M02AC	PREPARATIONS WITH SALICYLIC ACID DERIVATIVES	28:08.04.24	SALICYLATES						
48204	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
48228	M02AC	PREPARATIONS WITH SALICYLIC ACID DERIVATIVES	28:08.04.24	SALICYLATES						
48416	N02AJ06	CODEINE AND PARACETAMOL	28:08.08	OPIATE AGONISTS						
48416	N02AJ06	CODEINE AND PARACETAMOL	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
48420	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
48422	A07BB	BISMUTH PREPARATIONS	56:04.00	ANTACIDS AND ADSORBENTS						
48703	R05FA02	OPIUM DERIVATIVES AND EXPECTORANTS	48:08.00	ANTITUSSIVES						
48706	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
48709	N02BE51	"ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS"	48:08.00	ANTITUSSIVES						
48894	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
48906	A12CX	OTHER MINERAL PRODUCTS	88:29.00*	MINERALS						
48965	C01EB09	UBIDECARENONE	88:30.00*	OTHER NUTRITIONAL AGENTS						
48992	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
48993	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS						
49008	J07AJ52	"PERTUSSIS, PURIFIED ANTIGEN, COMB. WITH TOXOIDS"	80:08.00	TOXOIDS						
49008	J07AJ52	"PERTUSSIS, PURIFIED ANTIGEN, COMB. WITH TOXOIDS"	80:12.00	VACCINES						
49083	A11EA	"VITAMIN B-COMPLEX, PLAIN"	88:08.00	VITAMIN B COMPLEX						
49239	A06AB02	BISACODYL	56:12.00	CATHARTICS AND LAXATIVES						
49246	N05AF05	ZUCLOPENTHIXOL	28:16.08.32	THIOXANTHENES						
49285	A11JC	"VITAMINS, OTHER COMBINATIONS"	88:20.00	VITAMIN E						
49285	A11JC	"VITAMINS, OTHER COMBINATIONS"	88:30.00*	OTHER NUTRITIONAL AGENTS						
49306	N02AJ07	CODEINE AND ACETYLSALICYLIC ACID								
49311	D02AX	OTHER EMOLLIENTS AND PROTECTIVES	84:24.12	BASIC OINTMENTS AND PROTECTANTS						
49459	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
49572	M01AC02	TENOXICAM	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
49593	L02BB01	FLUTAMIDE	10:00.00	ANTINEOPLASTIC AGENTS						
49644	A11AA03	MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS	88:28.01*	VITAMINS & MINERALS						
49781	J01CA04	AMOXICILLIN	08:12.16.08	AMINOPENICILLINS						
49783	J01CA04	AMOXICILLIN	08:12.16.08	AMINOPENICILLINS						
49790	J01CA04	AMOXICILLIN	08:12.16.08	AMINOPENICILLINS						
49791	J01CA04	AMOXICILLIN	08:12.16.08	AMINOPENICILLINS						
49814	G02CB01	BROMOCRIPTINE	28:36.20.04	ERGOT-DERIVATIVE DOPAMINE RECEPTOR AGONISTS						
49815	G02CB01	BROMOCRIPTINE	28:36.20.04	ERGOT-DERIVATIVE DOPAMINE RECEPTOR AGONISTS						
50039	C01EB09	UBIDECARENONE	88:30.00*	OTHER NUTRITIONAL AGENTS						
50063	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
50131	M02AC	PREPARATIONS WITH SALICYLIC ACID DERIVATIVES	28:08.04.24	SALICYLATES						
50139	V01AA07	INSECTS	92:05.00*	ALLERGENIC EXTRACTS						
50221	G04BD04	OXYBUTYNIN	86:12.04	Antimuscarinics						
50325	S01XA20	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREP.	52:12.00	CONTACT LENS SOLUTIONS						
50336	C08DB01	DILTIAZEM	24:28.92	MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS						
50341	M01AE11	TIAPROFENIC ACID	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
50381	A06AB07	CASCARA	56:12.00	CATHARTICS AND LAXATIVES						
50381	A06AB07	CASCARA	92:01.00*	HERBS AND NATURAL PRODUCTS						
50383			92:01.00*	HERBS AND NATURAL PRODUCTS						
50384			92:01.00*	HERBS AND NATURAL PRODUCTS						
50430	A11AA03	MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS	88:28.01*	VITAMINS & MINERALS						
50482	N06AB03	FLUOXETINE	28:16.04.20	SELECTIVE-SEROTONIN REUPTAKE INHIBITORS						
50555	N03AG01	VALPROIC ACID	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
50556	M01AE11	TIAPROFENIC ACID	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
50557	M01AE11	TIAPROFENIC ACID	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
50558	C07AB04	ACEBUTOLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
50559	C07AB04	ACEBUTOLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
50560	C07AB04	ACEBUTOLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
50561	C03EA01	HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS	40:28.16	POTASSIUM-SPARING DIURETICS						
50561	C03EA01	HYDROCHLOROTHIAZIDE AND POTASSIUM-SPARING AGENTS	40:28.20	THIAZIDE DIURETICS						
50564	N01BB52	"LIDOCAINE, COMBINATIONS"	72:00.00	LOCAL ANESTHETICS						
50567	V08AB04	IOPAMIDOL	36:68.00	ROENTGENOGRAPHY						
50568	V08AB04	IOPAMIDOL	36:68.00	ROENTGENOGRAPHY						
50595	A02BA01	CIMETIDINE	56:28.12	HISTAMINE H2-ANTAGONISTS						
50601	A02BA01	CIMETIDINE	56:28.12	HISTAMINE H2-ANTAGONISTS						
50629	V01AA03	HOUSE DUST MITES	92:05.00*	ALLERGENIC EXTRACTS						
50630	V01AA03	HOUSE DUST MITES	92:05.00*	ALLERGENIC EXTRACTS						
50658	D02AX	OTHER EMOLLIENTS AND PROTECTIVES	84:24.12	BASIC OINTMENTS AND PROTECTANTS						
50660	R01AC01	CROMOGLICIC ACID	48:10.32	MAST-CELL STABILIZERS						
50712	N05AN01	LITHIUM	28:28.00	ANTIMANIC AGENTS						
50713	N05AN01	LITHIUM	28:28.00	ANTIMANIC AGENTS						
50714	N05AN01	LITHIUM	28:28.00	ANTIMANIC AGENTS						
50721	N01BB02	LIDOCAINE	72:00.00	LOCAL ANESTHETICS						
50742	A06AB02	BISACODYL	56:12.00	CATHARTICS AND LAXATIVES						
50826	C10AB05	FENOFIBRATE	24:06.06	FRIBIC ACID DERIVATIVES						
50856	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
50859	H01AC01	SOMATROPIN	68:28.00	PITUITARY						
50860	H01AC01	SOMATROPIN	68:28.00	PITUITARY						
50864	D11AC30	OTHERS	84:28.00	KERATOLYTIC AGENTS						
50884	N03AF01	CARBAMAZEPINE	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
50888	C07AB02	METOPROLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
50889	C07AB02	METOPROLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
50891	C09AA07	BENAZEPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
50892	C09AA07	BENAZEPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
50893	C09AA07	BENAZEPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
50902	N06AA21	MAPROTILINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS						
50903	N06AA21	MAPROTILINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS						
50904	N06AA21	MAPROTILINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS						
50905	N06AA21	MAPROTILINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS						
50907	C02DB02	HYDRALAZINE	24:08.20	DIRECT VASODILATORS						
50908	C02DB02	HYDRALAZINE	24:08.20	DIRECT VASODILATORS						
50910	C02DB02	HYDRALAZINE	24:08.20	DIRECT VASODILATORS						
50990	D02AF	SALICYLIC ACID PREPARATIONS	84:28.00	KERATOLYTIC AGENTS						
50991	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
51006	A11JB	VITAMINS WITH MINERALS	88:28.01*	VITAMINS & MINERALS						
51023	D06AA04	TETRACYCLINE	08:12.24	TETRACYCLINES						
51045	N03AF01	CARBAMAZEPINE	28:12.92	MISCELLANEOUS ANTICONVULSANTS						
51057	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
51059	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
51081	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
51135	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	34:00.00	DENTAL AGENTS						
51136	A01AA51	"SODIUM FLUORIDE, COMBINATIONS"	34:00.00	DENTAL AGENTS						
51140	C02CA04	DOXAZOSIN	24:20.00	ALPHA-ADRENERGIC BLOCKING AGENTS						
51149	J01AA02	DOXYCYCLINE	08:12.24	TETRACYCLINES						
51152	A09AC02	MULTIENZYMES AND ACID PREPARATIONS	56:16.00	DIGESTANTS						
51471	M01AB08	ETODOLAC	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
51472	M01AB08	ETODOLAC	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
51909	J06BA02	"IMMUNOGLOBULINS, NORMAL HUMAN, FOR INTRAVASC. ADM."	80:04.00	SERUMS						
51910	J06BA02	"IMMUNOGLOBULINS, NORMAL HUMAN, FOR INTRAVASC. ADM."	80:04.00	SERUMS						
51911	J06BA02	"IMMUNOGLOBULINS, NORMAL HUMAN, FOR INTRAVASC. ADM."	80:04.00	SERUMS						
52014	N06AX05	TRAZODONE	28:16.04.24	SEROTONIN MODULATORS						
52015	N06AX05	TRAZODONE	28:16.04.24	SEROTONIN MODULATORS						
52016	N06AX05	TRAZODONE	28:16.04.24	SEROTONIN MODULATORS						
52017	C07AB02	METOPROLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
52018	C07AB02	METOPROLOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
52019	D07AD01	CLOBETASOL	84:06.00	ANTI-INFLAMMATORY AGENTS						
52020	M01AC01	PIROXICAM	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
52021	M01AC01	PIROXICAM	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
52022	L01BA01	METHOTREXATE	10:00.00	ANTINEOPLASTIC AGENTS						
52023	L01BA01	METHOTREXATE	10:00.00	ANTINEOPLASTIC AGENTS						
52024	N05CD05	TRIAZOLAM	28:24.08	BENZODIAZEPINES						
52025	N05CD05	TRIAZOLAM	28:24.08	BENZODIAZEPINES						
52030	N05BA08	BROMAZEPAM	28:24.08	BENZODIAZEPINES						
52035	N06AA01	DESIPRAMINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS						
52037	N06AA01	DESIPRAMINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS						
52038	N06AA01	DESIPRAMINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS						
52039	N06AA01	DESIPRAMINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS						
52141	M04AA01	ALLOPURINOL	92:16.00	ANTIGOUT AGENTS						
52142	M04AA01	ALLOPURINOL	92:16.00	ANTIGOUT AGENTS						
52143	M04AA01	ALLOPURINOL	92:16.00	ANTIGOUT AGENTS						
52144	C03BA04	CHLORTALIDONE	40:28.24	THIAZIDE-LIKE DIURETICS						
52145	C03BA04	CHLORTALIDONE	40:28.24	THIAZIDE-LIKE DIURETICS						
52210	M04AB02	SULFINPYRAZONE								
52211	M04AB02	SULFINPYRAZONE								
52212	C02AB01	METHYLDOPA (LEVOROTATORY)	24:08.16	CENTRAL ALPHA-AGONISTS						
52213	C02AB01	METHYLDOPA (LEVOROTATORY)	24:08.16	CENTRAL ALPHA-AGONISTS						
52214	C02AB01	METHYLDOPA (LEVOROTATORY)	24:08.16	CENTRAL ALPHA-AGONISTS						
52215	C03AA03	HYDROCHLOROTHIAZIDE	40:28.20	THIAZIDE DIURETICS						
52216	C03AA03	HYDROCHLOROTHIAZIDE	40:28.20	THIAZIDE DIURETICS						
52217	C03AA03	HYDROCHLOROTHIAZIDE	40:28.20	THIAZIDE DIURETICS						
52218	J01EB02	SULFAMETHIZOLE								
52219	N05CD01	FLURAZEPAM	28:24.08	BENZODIAZEPINES						
52220	N05CD01	FLURAZEPAM	28:24.08	BENZODIAZEPINES						
52231	N05AB06	TRIFLUOPERAZINE								
52232	N05AB06	TRIFLUOPERAZINE								
52233	N05AB06	TRIFLUOPERAZINE								
52234	N05AB06	TRIFLUOPERAZINE								
52235	A12BA01	POTASSIUM CHLORIDE								
52236	N05BA04	OXAZEPAM	28:24.08	BENZODIAZEPINES						
52237	N05BA04	OXAZEPAM	28:24.08	BENZODIAZEPINES						
52238	N05BA04	OXAZEPAM	28:24.08	BENZODIAZEPINES						
52239	N05BA01	DIAZEPAM	28:24.08	BENZODIAZEPINES						
52241	N05BA01	DIAZEPAM	28:24.08	BENZODIAZEPINES						
52243	N05BA01	DIAZEPAM	28:24.08	BENZODIAZEPINES						
52244	C03CA01	FUROSEMIDE	40:28.08	LOOP DIURETICS						
52245	C03CA01	FUROSEMIDE	40:28.08	LOOP DIURETICS						
52246	M01AA03	OXYPHENBUTAZONE								
52247	N03AF01	CARBAMAZEPINE								
52248	J04AC01	ISONIAZID								
52425	N05AH01	LOXAPINE	28:16.08.92	MISCELLANEOUS ANTIPSYCHOTICS						
52450	N05AH01	LOXAPINE	28:16.08.92	MISCELLANEOUS ANTIPSYCHOTICS						
52451	N05AH01	LOXAPINE	28:16.08.92	MISCELLANEOUS ANTIPSYCHOTICS						
52458	N05AH01	LOXAPINE	28:16.08.92	MISCELLANEOUS ANTIPSYCHOTICS						
52461	N05AH01	LOXAPINE	28:16.08.92	MISCELLANEOUS ANTIPSYCHOTICS						
52462	N05AH01	LOXAPINE	28:16.08.92	MISCELLANEOUS ANTIPSYCHOTICS						
52470	N02BA71	"ACETYLSALICYLIC ACID, COMB WITH PSYCHOLEPTICS"	28:08.04.24	SALICYLATES						
52471	N02AA79	"CODEIN, COMBINATIONS WITH PSYCHOLEPTICS"	28:08.04.24	SALICYLATES						
52473	N02BA71	"ACETYLSALICYLIC ACID, COMB WITH PSYCHOLEPTICS"	28:08.04.24	SALICYLATES						
52474	N02BA71	"ACETYLSALICYLIC ACID, COMB WITH PSYCHOLEPTICS"	28:08.04.24	SALICYLATES						
52503	J01CA04	AMOXICILLIN	08:12.16.08	AMINOPENICILLINS						
52506	L02BB01	FLUTAMIDE	10:00.00	ANTINEOPLASTIC AGENTS						
52533	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
53869	J01DB04	CEFAZOLIN	08:12.06.04	FIRST GENERATION CEPHALOSPORINS						
53870	J01DB04	CEFAZOLIN	08:12.06.04	FIRST GENERATION CEPHALOSPORINS						
53871	J01DB04	CEFAZOLIN	08:12.06.04	FIRST GENERATION CEPHALOSPORINS						
53874	C07AA07	SOTALOL	24:24.00	BETA-ADRENERGIC BLOCKING AGENTS						
54231	S01BA04	PREDNISOLONE	52:08.00	ANTI-INFLAMMATORY AGENTS						
54700	C09AA01	CAPTOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
54701	C09AA01	CAPTOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
54702	C09AA01	CAPTOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
54703	C09AA01	CAPTOPRIL	24:32.04	ANGIOTENSIN-CONVERTING ENZYME INHIBITORS						
5617	A08AA05	MAZINDOL	28:20.92	"ANOREXIGENIC AGENTS & RESPIRATORY AND CEREBRAL STIMULANTS, MISCELLANEOUS"						
59706	V06DX	OTHER COMBINATIONS OF NUTRIENTS	88:30.00*	OTHER NUTRITIONAL AGENTS						
59933	R03CB03	ORCIPRENALINE	12:12.08.12	SELECTIVE BETA 2-ADRENERGIC AGONISTS						
59944	D08AX08	ETHANOL	84:04.92	MISCELLANEOUS LOCAL ANTI-INFECTIVES						
60010	M01AB05	DICLOFENAC	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
60011	M01AB05	DICLOFENAC	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
60029	D05AA	TARS	84:32.00	KERATOPLASTIC AGENTS						
60032	D01AC01	CLOTRIMAZOLE	84:04.08.08	AZOLES						
60044	C08CA05	NIFEDIPINE	24:28.08	DIHYDROPYRIDINES						
60045	C08CA05	NIFEDIPINE	24:28.08	DIHYDROPYRIDINES						
60064	D06AX09	MUPIROCIN	84:04.04	ANTIBIOTICS						
60077	D04AB06	TETRACAINE	84:08.00	ANTIPRURITICS AND LOCAL ANESTHETICS						
60080	S01ED03	LEVOBUNOLOL	52:40.08	BETA-ADRENERGIC AGENTS						
60081	S01ED03	LEVOBUNOLOL	52:40.08	BETA-ADRENERGIC AGENTS						
60181	M02AC	PREPARATIONS WITH SALICYLIC ACID DERIVATIVES	28:08.04.24	SALICYLATES						
60219	A09AC02	MULTIENZYMES AND ACID PREPARATIONS	56:16.00	DIGESTANTS						
60233	N06AA01	DESIPRAMINE	28:16.04.28	TRICYCLICS AND OTHER NOREPINEPHRINE-REUPTAKE INHIBITORS						
60253	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
60254	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
60255	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
60256	N02BE01	ACETAMINOPHEN (PARACETAMOL)	28:08.92	MISCELLANEOUS ANALGESICS AND ANTIPYRETICS						
60260	M01AE03	KETOPROFEN	28:08.04.92	OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS						
60300	S01GA51	"NAPHAZOLINE, COMBINATIONS"	04:04.20	PROPYLAMINE DERIVATIVES						
60300	S01GA51	"NAPHAZOLINE, COMBINATIONS"	52:32.00	VASOCONSTRICTORS						
60304	A02BA03	FAMOTIDINE	56:28.12	HISTAMINE H2-ANTAGONISTS						
60309	J05AF04	STAVUDINE	08:18.08.20	NUCLEOSIDE AND NUCLEOTIDE REVERSE TRANSCRIPTASE INHIBITORS						
60316	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
60343	V07AV	TECHNICAL DISINFECTANTS	38:00.00	DISINFECTANTS (FOR AGENTS USED ON OBJECT)						
60353	D05AA	TARS	84:28.00	KERATOLYTIC AGENTS						
60353	D05AA	TARS	84:32.00	KERATOPLASTIC AGENTS						
60357	C01EB09	UBIDECARENONE	88:30.00*	OTHER NUTRITIONAL AGENTS						
60472	J01CA04	AMOXICILLIN	08:12.16.08	AMINOPENICILLINS						
60550	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
60552	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
60553	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
60652	N01BA20	"COMBINATIONS,OF ANESTHETICS"	52:16.00	LOCAL ANESTHETICS						
60658	D08AJ51	"BENZALKONIUM, COMBINATIONS"	84:04.92	MISCELLANEOUS LOCAL ANTI-INFECTIVES						
60682	D02BA02	OCTYL METHOXYCINNAMATE	84:80.00	SUNSCREEN AGENTS						
60683	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
60684	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
60685	D10AE01	BENZOYL PEROXIDE	84:28.00	KERATOLYTIC AGENTS						
60686	D02BA30	COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION	84:80.00	SUNSCREEN AGENTS						
