concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
"ATROPINE/HYOSCINE/HYOSCYAMINETABS","Drug","LPD_Australia","Drug Product",,"2040408","2022-05-27","2099-12-31",
"AURANOFINF.C TABS 3MG","Drug","LPD_Australia","Drug Product",,"2042320","2022-05-27","2099-12-31",
"AURO-SIMVASTATIN","Drug","LPD_Australia","Drug Product",,"598466","2022-05-27","2099-12-31",
"AUSGEM","Drug","LPD_Australia","Drug Product",,"7568","2022-05-27","2099-12-31",
"AZITHROMYCINUNSPECIFIED 250MG","Drug","LPD_Australia","Drug Product",,"2043924","2022-05-27","2099-12-31",
"BACLOTABS 10MG 100","Drug","LPD_Australia","Drug Product",,"2045428","2022-05-27","2099-12-31",
"BENZHEXOLTABS 5MG","Drug","LPD_Australia","Drug Product",,"2043209","2022-05-27","2099-12-31",
"BENZYDAMINE HCLSPRAY 3MG /ML","Drug","LPD_Australia","Drug Product",,"2039828","2022-05-27","2099-12-31",
"BENZYDAMINE HYDROCHLORIDE","Drug","LPD_Australia","Drug Product",,"10140","2022-05-27","2099-12-31",
"BENZYDAMN/CHLORHEXSOLN 22.5MG 15ML","Drug","LPD_Australia","Drug Product",,"2050776","2022-05-27","2099-12-31",
"BEPANTHENUNSPECIFIED","Drug","LPD_Australia","Drug Product",,"2047507","2022-05-27","2099-12-31",
"BEROCCATABS  EFF 10","Drug","LPD_Australia","Drug Product",,"2040112","2022-05-27","2099-12-31",
"BEROTECMETER AERO 100Y 200","Drug","LPD_Australia","Drug Product",,"2043733","2022-05-27","2099-12-31",
"BETAMETHASONE (AS DIPROPIONATE)","Drug","LPD_Australia","Drug Product",,"607351","2022-05-27","2099-12-31",
"BIO C","Drug","LPD_Australia","Drug Product",,"31543","2022-05-27","2099-12-31",
"BLACKMORES BIO IRONTABLETS 80","Drug","LPD_Australia","Drug Product",,"2046453","2022-05-27","2099-12-31",
"BLOOMS CELECOXIBCAPS 200MG 30","Drug","LPD_Australia","Drug Product",,"2050607","2022-05-27","2099-12-31",
"BLOOMS THE CHEMIST CLOPIDOGREL","Drug","LPD_Australia","Drug Product",,"607269","2022-05-27","2099-12-31",
"BLOOMS THE CHEMIST CLOPIDOGREL","Drug","LPD_Australia","Drug Product",,"607270","2022-05-27","2099-12-31",
"BOTULINUM TOXIN TYPE AVIAL 100U","Drug","LPD_Australia","Drug Product",,"2040251","2022-05-27","2099-12-31",
"BROMHEXINE/GUAIFEN3-100MG/5ML","Drug","LPD_Australia","Drug Product",,"2040389","2022-05-27","2099-12-31",
"BROMPHENIRAMINE/PHENYLEPHEDRINE/DEXTROMETHORPHAN2-5MG/5ML 100ML","Drug","LPD_Australia","Drug Product",,"2040393","2022-05-27","2099-12-31",
"BRONDECONUNSPECIFIED","Drug","LPD_Australia","Drug Product",,"2047353","2022-05-27","2099-12-31",
"BUDESONIDE","Drug","LPD_Australia","Drug Product",,"606727","2022-05-27","2099-12-31",
"BUPIVACAINEPOLYAMPS .5%","Drug","LPD_Australia","Drug Product",,"2046606","2022-05-27","2099-12-31",
"BUPRENOR/NALOXONE2/.5MG SL FL","Drug","LPD_Australia","Drug Product",,"2040255","2022-05-27","2099-12-31",
"BUPRENOR/NALOXONE2/.5MG SL TB","Drug","LPD_Australia","Drug Product",,"2040254","2022-05-27","2099-12-31",
"BUPRENOR/NALOXONE8/2MG SL TAB","Drug","LPD_Australia","Drug Product",,"2040252","2022-05-27","2099-12-31",
"BUPRENOR/NALOXONESUBLING TABS","Drug","LPD_Australia","Drug Product",,"2047677","2022-05-27","2099-12-31",
"CADEXOMER IODINE","Drug","LPD_Australia","Drug Product",,"16732","2022-05-27","2099-12-31",
"CALCITONINAMPS 100IU","Drug","LPD_Australia","Drug Product",,"2043483","2022-05-27","2099-12-31",
"CALCITONINAMPS .5MG","Drug","LPD_Australia","Drug Product",,"2042955","2022-05-27","2099-12-31",
"CALCIUM CARBONATE/CHOLECALCIFEROL","Drug","LPD_Australia","Drug Product",,"605863","2022-05-27","2099-12-31",
"CALCIUM FOLINATEAMPS 3MG /ML","Drug","LPD_Australia","Drug Product",,"2043537","2022-05-27","2099-12-31",
"CALDOLOR","Drug","LPD_Australia","Drug Product",,"602889","2022-05-27","2099-12-31",
"CAVILONNO STING SPR 28ML","Device","LPD_Australia","Device","S","2046076","2022-05-27","2099-12-31",
"CAVSTAT","Drug","LPD_Australia","Drug Product",,"603375","2022-05-27","2099-12-31",
"CEFTRIAXONE ICPVIAL","Drug","LPD_Australia","Drug Product",,"2049122","2022-05-27","2099-12-31",
"CELLCEPT","Drug","LPD_Australia","Drug Product",,"3559","2022-05-27","2099-12-31",
"CEPHALEXIN","Drug","LPD_Australia","Drug Product",,"589618","2022-05-27","2099-12-31",
"CEPHAZOLIN SODIUMINJECTION 500MG 5","Drug","LPD_Australia","Drug Product",,"2044243","2022-05-27","2099-12-31",
"CHEMISTS' OWN IBUPROFEN PLUS CODEINE","Drug","LPD_Australia","Drug Product",,"588256","2022-05-27","2099-12-31",
"CHEMISTS' OWN PARACETAMOL PLUS CODEINE & CALMATIVE","Drug","LPD_Australia","Drug Product",,"608144","2022-05-27","2099-12-31",
"CHEMMART IRBESARTAN HCTZ","Drug","LPD_Australia","Drug Product",,"603088","2022-05-27","2099-12-31",
"CHLORAMPHENICOLEAR DROPS 10%","Drug","LPD_Australia","Drug Product",,"2040708","2022-05-27","2099-12-31",
"CHLOROQUINEUNSPECIFIED","Drug","LPD_Australia","Drug Product",,"2043889","2022-05-27","2099-12-31",
"CICLORALCAPS 25MG 30","Drug","LPD_Australia","Drug Product",,"2046051","2022-05-27","2099-12-31",
"CILAMOXUNSPECIFIED 250MG","Drug","LPD_Australia","Drug Product",,"2043665","2022-05-27","2099-12-31",
"CINACALCET HCLTABS 90MG","Drug","LPD_Australia","Drug Product",,"2040400","2022-05-27","2099-12-31",
"CLINDATECH","Drug","LPD_Australia","Drug Product",,"23117","2022-05-27","2099-12-31",
"CLONEA CLOTRIMAZOLE THRUSH TREATMENT 6 DAY","Drug","LPD_Australia","Drug Product",,"608066","2022-05-27","2099-12-31",
"CLOPAMIDETABS 5MG","Drug","LPD_Australia","Drug Product",,"2042186","2022-05-27","2099-12-31",
"CLOPINE","Drug","LPD_Australia","Drug Product",,"605995","2022-05-27","2099-12-31",
"CM QUETIAPINETABS 200MG 60","Drug","LPD_Australia","Drug Product",,"2049205","2022-05-27","2099-12-31",
"COMFEEL PLUS ULCER DRESSING (THICK) - ADHESIVE 3115","Device","LPD_Australia","Device","S","588012","2022-05-27","2099-12-31",
"COUMADIN SODIUMTABS 25MG 25","Drug","LPD_Australia","Drug Product",,"2041525","2022-05-27","2099-12-31",
"CYANOCOBALAMIN [BIOLOGICAL THERAPIES]","Drug","LPD_Australia","Drug Product",,"607745","2022-05-27","2099-12-31",
"CYANOCOBALAMINSUSP","Drug","LPD_Australia","Drug Product",,"2040740","2022-05-27","2099-12-31",
"CYCLOSPORIN","Drug","LPD_Australia","Drug Product",,"14583","2022-05-27","2099-12-31",
"CYCLOSPORIN SANDOZ","Drug","LPD_Australia","Drug Product",,"602318","2022-05-27","2099-12-31",
"CYCLOSPORIN SANDOZ","Drug","LPD_Australia","Drug Product",,"602320","2022-05-27","2099-12-31",
"CYPRONE","Drug","LPD_Australia","Drug Product",,"607939","2022-05-27","2099-12-31",
"DALTEPARININJECTION 5000U","Drug","LPD_Australia","Drug Product",,"2045638","2022-05-27","2099-12-31",
"DARBEPOETIN ALFA","Drug","LPD_Australia","Drug Product",,"602261","2022-05-27","2099-12-31",
"DARBEPOETIN ALFASYRINGE 100Y","Drug","LPD_Australia","Drug Product",,"2040403","2022-05-27","2099-12-31",
"DARBEPOETIN ALFASYRINGE 50Y /0.5","Drug","LPD_Australia","Drug Product",,"2046698","2022-05-27","2099-12-31",
"DBL SULFAMETH/TRIMAMPS 400MG STRG 5 5ML","Drug","LPD_Australia","Drug Product",,"2042918","2022-05-27","2099-12-31",
"DEHYDRATED ALCOHOL INJECTION [PHEBRA]","Drug","LPD_Australia","Drug Product",,"6474","2022-05-27","2099-12-31",
"DEMECLOCYCLINE HCLCAPS 150MG","Drug","LPD_Australia","Drug Product",,"2045679","2022-05-27","2099-12-31",
"DERMAID","Drug","LPD_Australia","Drug Product",,"605466","2022-05-27","2099-12-31",
"DEXTROMETHORPHANPASTILLE 10.5MG","Drug","LPD_Australia","Drug Product",,"2039967","2022-05-27","2099-12-31",
"DIFLUCANUNSPECIFIED 100MG","Drug","LPD_Australia","Drug Product",,"2043206","2022-05-27","2099-12-31",
"DILTIAZEM HYDROCHSR CAPS 120MG","Drug","LPD_Australia","Drug Product",,"2043150","2022-05-27","2099-12-31",
"DOXYCYCLINEAMPS 100MG","Drug","LPD_Australia","Drug Product",,"2040770","2022-05-27","2099-12-31",
"ECONAZOLE NITRATEPDR.","Drug","LPD_Australia","Drug Product",,"2043176","2022-05-27","2099-12-31",
"ENALAPRILWAFERS 5MG","Drug","LPD_Australia","Drug Product",,"2046657","2022-05-27","2099-12-31",
"ENOXAPARIN SODIUMSYRINGE 150MG 1ML","Drug","LPD_Australia","Drug Product",,"2040419","2022-05-27","2099-12-31",
"EPHEDRINEUNSPECIFIED","Drug","LPD_Australia","Drug Product",,"2043835","2022-05-27","2099-12-31",
"ERGOCALCIFEROLTABS","Drug","LPD_Australia","Drug Product",,"2042452","2022-05-27","2099-12-31",
"ERYTHROMYCIN LACTOVIAL 1G","Drug","LPD_Australia","Drug Product",,"2046708","2022-05-27","2099-12-31",
"ESOMEPRAZOLE GH","Drug","LPD_Australia","Drug Product",,"606256","2022-05-27","2099-12-31",
"ESOMEPRAZOLE SODIUM","Drug","LPD_Australia","Drug Product",,"18863","2022-05-27","2099-12-31",
"ESPLER","Drug","LPD_Australia","Drug Product",,"607684","2022-05-27","2099-12-31",
"ESPLER","Drug","LPD_Australia","Drug Product",,"607685","2022-05-27","2099-12-31",
"ETHAMBUTOLTABS 100MG","Drug","LPD_Australia","Drug Product",,"2042600","2022-05-27","2099-12-31",
"ETHAMBUTOLTABS 400MG","Drug","LPD_Australia","Drug Product",,"2042601","2022-05-27","2099-12-31",
"ETHINYLESTRADIOL/NORGESTREL50/500MCG TB","Drug","LPD_Australia","Drug Product",,"2040426","2022-05-27","2099-12-31",
"ETHOSUXIMIDEUNSPECIFIED 250MG","Drug","LPD_Australia","Drug Product",,"2043904","2022-05-27","2099-12-31",
"ETONOGESTRELIMPLANT 68MG","Drug","LPD_Australia","Drug Product",,"2046436","2022-05-27","2099-12-31",
"EVEROLIMUSTABS .75MG","Drug","LPD_Australia","Drug Product",,"2040430","2022-05-27","2099-12-31",
"EZOVIR COLD SORERELIEF TABS 500MG 3","Drug","LPD_Australia","Drug Product",,"2049863","2022-05-27","2099-12-31",
"FAMCICLOVIR SCP","Drug","LPD_Australia","Drug Product",,"603829","2022-05-27","2099-12-31",
"FEMARA","Drug","LPD_Australia","Drug Product",,"602355","2022-05-27","2099-12-31",
"FEMCLEAR","Drug","LPD_Australia","Drug Product",,"6433","2022-05-27","2099-12-31",
"FENOFIBRATE RBX","Drug","LPD_Australia","Drug Product",,"607275","2022-05-27","2099-12-31",
"FENOFIBRATE RBX","Drug","LPD_Australia","Drug Product",,"607277","2022-05-27","2099-12-31",
"FENTANYL","Drug","LPD_Australia","Drug Product",,"20290","2022-05-27","2099-12-31",
"FENTANYL","Drug","LPD_Australia","Drug Product",,"606690","2022-05-27","2099-12-31",
"FISAMOX","Drug","LPD_Australia","Drug Product",,"606985","2022-05-27","2099-12-31",
"FISHAPHOSGOLD CAPS 100","Drug","LPD_Australia","Drug Product",,"2045264","2022-05-27","2099-12-31",
"FLO SALINE +KIDS NSL SPR 15ML","Drug","LPD_Australia","Drug Product",,"2049529","2022-05-27","2099-12-31",
"FLUCIL","Drug","LPD_Australia","Drug Product",,"3655","2022-05-27","2099-12-31",
"FLUCONAZOLE SANDOZVIAL 100MG 50ML","Drug","LPD_Australia","Drug Product",,"2048769","2022-05-27","2099-12-31",
"FLUTICASN&SALMETERACCUHALER 100Y /50Y","Drug","LPD_Australia","Drug Product",,"2046416","2022-05-27","2099-12-31",
"FLUTICASONE&EFORMOCFC-FREE INH 250Y /10Y","Drug","LPD_Australia","Drug Product",,"2050794","2022-05-27","2099-12-31",
"FOLINIC ACIDCAPS 1000Y","Drug","LPD_Australia","Drug Product",,"2050932","2022-05-27","2099-12-31",
"FURADANTINTABS 50MG 25","Drug","LPD_Australia","Drug Product",,"2042756","2022-05-27","2099-12-31",
"FYCOMPATABS 8MG 28","Drug","LPD_Australia","Drug Product",,"2050561","2022-05-27","2099-12-31",
"GABAPENTIN GH","Drug","LPD_Australia","Drug Product",,"606642","2022-05-27","2099-12-31",
"GABARANTABS 600MG 100","Drug","LPD_Australia","Drug Product",,"2047445","2022-05-27","2099-12-31",
"GA TRAMADOLCAPS 50MG 20","Drug","LPD_Australia","Drug Product",,"2048497","2022-05-27","2099-12-31",
"GENOTROPIN","Drug","LPD_Australia","Drug Product",,"4770","2022-05-27","2099-12-31",
"GENRX ACICLOVIRTABS 200MG 50","Drug","LPD_Australia","Drug Product",,"2045221","2022-05-27","2099-12-31",
"GENRX AMIODARONETABS 200MG 30","Drug","LPD_Australia","Drug Product",,"2045729","2022-05-27","2099-12-31",
"GENRX FAMOTIDINETABS 40MG 30","Drug","LPD_Australia","Drug Product",,"2046065","2022-05-27","2099-12-31",
"GENRX GABAPENTINTABS 600MG 100","Drug","LPD_Australia","Drug Product",,"2047545","2022-05-27","2099-12-31",
"GENRX TRIMETH SULFDS TABS 10","Drug","LPD_Australia","Drug Product",,"2045322","2022-05-27","2099-12-31",
"GENTAMYCINAMPS 40MG /ML","Drug","LPD_Australia","Drug Product",,"2044420","2022-05-27","2099-12-31",
"GESTRINONE","Drug","LPD_Australia","Drug Product",,"14644","2022-05-27","2099-12-31",
"GLUTAMINE","Drug","LPD_Australia","Drug Product",,"20670","2022-05-27","2099-12-31",
"GLUTAMINE COMPLEX 500 TABLET 100MCG/500MG","Drug","LPD_Australia","Drug Product",,"27614","2022-05-27","2099-12-31",
"GLYBOSAY","Drug","LPD_Australia","Drug Product",,"607861","2022-05-27","2099-12-31",
"GLYCERINESUPPOS ADLT 12","Drug","LPD_Australia","Drug Product",,"2042817","2022-05-27","2099-12-31",
"GLYCERYL TRINITRATPATCH 15MG","Drug","LPD_Australia","Drug Product",,"2040477","2022-05-27","2099-12-31",
"GOLD X CODEINELINCT 100ML","Drug","LPD_Australia","Drug Product",,"2042989","2022-05-27","2099-12-31",
"HERRON ZN&CAST OILCREAM 100G","Drug","LPD_Australia","Drug Product",,"2044740","2022-05-27","2099-12-31",
"HUMIRA","Drug","LPD_Australia","Drug Product",,"606190","2022-05-27","2099-12-31",
"HYALURONIC ACID/LIGNOCAINE20/3MG IMPNT 2ML","Drug","LPD_Australia","Drug Product",,"2040482","2022-05-27","2099-12-31",
"HYDROCHLOROTHIAZTABS 50MG","Drug","LPD_Australia","Drug Product",,"2040805","2022-05-27","2099-12-31",
"HYDROCORTISONEEYE DROPS 1%","Drug","LPD_Australia","Drug Product",,"2040810","2022-05-27","2099-12-31",
"HYDROGEN PEROXIDE","Drug","LPD_Australia","Drug Product",,"29940","2022-05-27","2099-12-31",
"HYDROGEN PEROXIDE","Drug","LPD_Australia","Drug Product",,"607771","2022-05-27","2099-12-31",
"HYDROXYCHLOROQ RBXTABS 200MG 100","Drug","LPD_Australia","Drug Product",,"2050813","2022-05-27","2099-12-31",
"IBUPROFEN/PHENYLEPTABLETS 200MG /5MG","Drug","LPD_Australia","Drug Product",,"2040189","2022-05-27","2099-12-31",
"IBUPROFEN VALUE CHOICE","Drug","LPD_Australia","Drug Product",,"588425","2022-05-27","2099-12-31",
"IMATINIB","Drug","LPD_Australia","Drug Product",,"608092","2022-05-27","2099-12-31",
"INS NEUT/ISO 30/70INJECTION 100IU /ML","Drug","LPD_Australia","Drug Product",,"2039900","2022-05-27","2099-12-31",
"INSULIN LEVEMIRUNSPECIFIED","Drug","LPD_Australia","Drug Product",,"2047642","2022-05-27","2099-12-31",
"INSULIN LISPROFLEXPEN 100IU","Drug","LPD_Australia","Drug Product",,"2039844","2022-05-27","2099-12-31",
"INSULIN NEUTRALVIAL 100IU /ML","Drug","LPD_Australia","Drug Product",,"2044997","2022-05-27","2099-12-31",
"INTERFERON BETA 1APDR+DILUENT 6M","Drug","LPD_Australia","Drug Product",,"2040275","2022-05-27","2099-12-31",
"INVEGA TRINZA","Drug","LPD_Australia","Drug Product",,"608140","2022-05-27","2099-12-31",
"I-PANTOPRAZOLEEC TABS 40MG 30","Drug","LPD_Australia","Drug Product",,"2049518","2022-05-27","2099-12-31",
"ISOSOURCE1.5 LIQUID 250ML","Device","LPD_Australia","Device","S","2044697","2022-05-27","2099-12-31",
"JAKAVI","Drug","LPD_Australia","Drug Product",,"608111","2022-05-27","2099-12-31",
"KALETRATABS 200MG /50M 120","Drug","LPD_Australia","Drug Product",,"2047095","2022-05-27","2099-12-31",
"KETAMINE HYDROCHLVIAL 50MG /ML","Drug","LPD_Australia","Drug Product",,"2046396","2022-05-27","2099-12-31",
"LAMIVUDINE TABLET 300MG","Drug","LPD_Australia","Drug Product",,"18522","2022-05-27","2099-12-31",
"LAMIVUDINE + ZIDOVUDINE ALPHAPHARM","Drug","LPD_Australia","Drug Product",,"603516","2022-05-27","2099-12-31",
"LANTHANUM","Drug","LPD_Australia","Drug Product",,"20782","2022-05-27","2099-12-31",
"LARGACTILUNSPECIFIED 25MG","Drug","LPD_Australia","Drug Product",,"2044266","2022-05-27","2099-12-31",
"LECITHIN","Drug","LPD_Australia","Drug Product",,"17127","2022-05-27","2099-12-31",
"LEUPROPRELIN ACET4 MTH DEPOT 30MG","Drug","LPD_Australia","Drug Product",,"2046782","2022-05-27","2099-12-31",
"LEUPROPRELIN ACETIM 7.5MG","Drug","LPD_Australia","Drug Product",,"2048248","2022-05-27","2099-12-31",
"LEVETIRACETAM-AFT","Drug","LPD_Australia","Drug Product",,"606147","2022-05-27","2099-12-31",
"LEVO/CARBI/ENTACAPTABS 150MG /37.","Drug","LPD_Australia","Drug Product",,"2049433","2022-05-27","2099-12-31",
"LEVODOPA C BENSERDISPERSB/TAB 12.5MG /50","Drug","LPD_Australia","Drug Product",,"2046359","2022-05-27","2099-12-31",
"LEVODOPA C BENSERDISPERSB/TAB 25MG /100","Drug","LPD_Australia","Drug Product",,"2039903","2022-05-27","2099-12-31",
"LEVODOPA C BENSERUNSPECIFIED 200MG /50M","Drug","LPD_Australia","Drug Product",,"2046540","2022-05-27","2099-12-31",
"LOGEM","Drug","LPD_Australia","Drug Product",,"605911","2022-05-27","2099-12-31",
"LOPEDIUMCAPS 2MG 8","Drug","LPD_Australia","Drug Product",,"2046982","2022-05-27","2099-12-31",
"LUXYALMONODOSE 20","Drug","LPD_Australia","Drug Product",,"2046936","2022-05-27","2099-12-31",
"MAG CALCIUM CARBOPDR.","Drug","LPD_Australia","Drug Product",,"2041191","2022-05-27","2099-12-31",
"MAGNESIUM CITRATEUNSPECIFIED","Drug","LPD_Australia","Drug Product",,"2047618","2022-05-27","2099-12-31",
"MANNITOL","Drug","LPD_Australia","Drug Product",,"590119","2022-05-27","2099-12-31",
"MARAVIROCTABS 300MG","Drug","LPD_Australia","Drug Product",,"2048811","2022-05-27","2099-12-31",
"MAXEPA FISH OILCAPS 1G","Drug","LPD_Australia","Drug Product",,"2046867","2022-05-27","2099-12-31",
"MAXOLONSYRUP 5MG /5ML 100ML","Drug","LPD_Australia","Drug Product",,"2044061","2022-05-27","2099-12-31",
"MEDROXYPROGESTERONTABS 100MG","Drug","LPD_Australia","Drug Product",,"2043612","2022-05-27","2099-12-31",
"MEDROXYPROGESTERONTABS 200MG","Drug","LPD_Australia","Drug Product",,"2046252","2022-05-27","2099-12-31",
"MELLERILUNSPECIFIED","Drug","LPD_Australia","Drug Product",,"2043385","2022-05-27","2099-12-31",
"MENTHOL","Drug","LPD_Australia","Drug Product",,"13187","2022-05-27","2099-12-31",
"MENTHOL EUCALYPTUSINHALANT","Drug","LPD_Australia","Drug Product",,"2041126","2022-05-27","2099-12-31",
"MEPORE FILM & PAD 275200","Device","LPD_Australia","Device","S","34476","2022-05-27","2099-12-31",
"METHENAMINE MANDELTABS 250MG","Drug","LPD_Australia","Drug Product",,"2040849","2022-05-27","2099-12-31",
"METHOTREXATEVIAL 50MG 5 2ML","Drug","LPD_Australia","Drug Product",,"2042697","2022-05-27","2099-12-31",
"METHYLCOBALAMINAMPS 10MG 6 2ML","Drug","LPD_Australia","Drug Product",,"2046986","2022-05-27","2099-12-31",
"METHYLPHENIDATECAPS 30MG","Drug","LPD_Australia","Drug Product",,"2049084","2022-05-27","2099-12-31",
"METHYLPHENIDAT HCLL.A CAPS 40MG","Drug","LPD_Australia","Drug Product",,"2050890","2022-05-27","2099-12-31",
"METHYLPHENIDAT HCLMR TAB 27MG","Drug","LPD_Australia","Drug Product",,"2040282","2022-05-27","2099-12-31",
"METHYLPREDNISOLONE ACEPONATE","Drug","LPD_Australia","Drug Product",,"607394","2022-05-27","2099-12-31",
"METHYLPREDNISOLONE ACEPONATE","Drug","LPD_Australia","Drug Product",,"607395","2022-05-27","2099-12-31",
"METHYLPREDNISOLONE ACEPONATE","Drug","LPD_Australia","Drug Product",,"607397","2022-05-27","2099-12-31",
"METHYLPREDNISOLONE ACEPONATE","Drug","LPD_Australia","Drug Product",,"607404","2022-05-27","2099-12-31",
"METHYLPREDNISOLONE ACEPONATE","Drug","LPD_Australia","Drug Product",,"607420","2022-05-27","2099-12-31",
"METHYLPREDNISOLONE ACEPONATE","Drug","LPD_Australia","Drug Product",,"607422","2022-05-27","2099-12-31",
"MEXILETINECAPS 200MG","Drug","LPD_Australia","Drug Product",,"2042401","2022-05-27","2099-12-31",
"MICONAZOLE NITRATEGEL 20MG /ML","Drug","LPD_Australia","Drug Product",,"2043620","2022-05-27","2099-12-31",
"MIDODRINETABS 2.5MG","Drug","LPD_Australia","Drug Product",,"2040005","2022-05-27","2099-12-31",
"MILIVIN OD","Drug","LPD_Australia","Drug Product",,"599787","2022-05-27","2099-12-31",
"MIRCERA","Drug","LPD_Australia","Drug Product",,"8425","2022-05-27","2099-12-31",
"MIRTAZAPINE SANDOZ ODT","Drug","LPD_Australia","Drug Product",,"607116","2022-05-27","2099-12-31",
"MOMASONE","Drug","LPD_Australia","Drug Product",,"607461","2022-05-27","2099-12-31",
"MORPHINE JUNO","Drug","LPD_Australia","Drug Product",,"607667","2022-05-27","2099-12-31",
