FO_PRD_ID	PRD_NAME	MAST_PRD_NAME	DOSAGE	UNIT	DOSAGE2	UNIT2	MOL_EID	MOL_NAME	ATC_NAME	MANUFACTURER	INGREDIENT_NAME	BOX_SIZE	AMOUNT_VALUE	AMOUNT_UNIT	NUMERATOR_VALUE	NUMERATOR_UNIT	DENOMINATOR_VALUE	DENOMINATOR_UNIT
2050556	DIAFORMINXR TABS 1G 60		0	unknown	0	unknown	0		UNKNOWN	ALPHAPHARM	METFORMIN	60	1	G				
2047986	DIAFORMINXR TABS 500MG 90		0	unknown	0	unknown	0		UNKNOWN	ALPHAPHARM	METFORMIN	90	500	MG				
606594	EMPAGLIFLOZIN/METFORMIN HYDROCHLORIDE	EMPAGLIFLOZIN/METFORMIN HYDROCHLORIDE					72126	EMPAGLIFLOZIN/METFORMIN	METFORMINA ED EMPAGLIFLOZIN	GENERIC	METFORMIN							
2040233	EMPAGLIFLOZIN/METFORMINTAB 5/1000MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	METFORMIN		1	G				
2040417	EMPAGLIFLOZIN/METFORMINTB 12.5MG/1G		0	unknown	0	unknown	0		UNKNOWN	GENERIC	METFORMIN		1	G				
2050183	JANUMETXR TABS 100MG /1G 28										METFORMIN	28	1000	MG				
2050183	JANUMETXR TABS 100MG /1G 28										METFORMIN	28	1000	MG				
606844	JARDIAMET										METFORMIN							
606595	JARDIAMET	JARDIAMET					72126		METFORMINA ED EMPAGLIFLOZIN	BOEHRINGER INGELHM	METFORMIN							
2050109	KOMBIGLYZEXR TABS 2.5MG /1G 56		0	unknown	0	unknown	0		UNKNOWN	ASTRAZENECA	METFORMIN	56	1000	MG				
2050111	KOMBIGLYZEXR TABS 5MG /1G 28		0	unknown	0	unknown	0		UNKNOWN	ASTRAZENECA	METFORMIN	28	1000	MG				
2050110	KOMBIGLYZEXR TABS 5MG /500 28		0	unknown	0	unknown	0		UNKNOWN	ASTRAZENECA	METFORMIN	28	500	MG				
2039858	LINAGLIPTIN/METFORTABS 1000MG /2.5										METFORMIN		1000	MG				
2039859	LINAGLIPTIN/METFORTABS 500MG /2.5										METFORMIN		500	MG				
607988	METEX XR TABLET 1.000MG	METEX	1000				53387		METFORMIN		METFORMIN		1000	MG				
2040221	METEXXR TABLETS 1000MG 60		0	unknown	0	unknown	0		UNKNOWN	ARROW PHARMA	METFORMIN	60	1000	MG				
2047921	METEXXR TABS 500MG 90		0	unknown	0	unknown	0		UNKNOWN	ARROW PHARMA	METFORMIN	90	500	MG				
2048569	METFORMIN GEN/HLTTABS 1000MG 90		0	unknown	0	unknown	0		UNKNOWN	GENERIC HEALTH P/L	METFORMIN	90	1000	MG				
2047771	METFORMIN GEN/HLTTABS 500MG 100		0	unknown	0	unknown	0		UNKNOWN	GENERIC HEALTH P/L	METFORMIN	100	500	MG				
2047772	METFORMIN GEN/HLTTABS 850MG 60		0	unknown	0	unknown	0		UNKNOWN	GENERIC HEALTH P/L	METFORMIN	60	850	MG				
2048001	METFORMIN-GATABS 1000MG 90		0	unknown	0	unknown	0		UNKNOWN	AMNEAL PHARMA AUST	METFORMIN	90	1000	MG				
2048359	METFORMIN-GATABS 500MG 100		0	unknown	0	unknown	0		UNKNOWN	AMNEAL PHARMA AUST	METFORMIN	100	500	MG				
2048444	METFORMIN-GATABS 850MG 60		0	unknown	0	unknown	0		UNKNOWN	AMNEAL PHARMA AUST	METFORMIN	60	850	MG				
2048695	PHARMACOR METFORMNTABS 1000MG 90		0	unknown	0	unknown	0		UNKNOWN	PHARMACOR LIMITED	METFORMIN	90	1000	MG				
2047405	PHARMACOR METFORMNTABS 500MG 100		0	unknown	0	unknown	0		UNKNOWN	PHARMACOR LIMITED	METFORMIN	100	500	MG				
2039848	SAXAGLIPTIN/METFORMR TAB 5MG /1G		0	unknown	0	unknown	0		UNKNOWN	GENERIC	METFORMIN		1	G				
2040458	SITAGLIPTIN/METFOR50/850MG TAB		0	unknown	0	unknown	0		UNKNOWN	GENERIC	METFORMIN		850	MG				
2045492	TW METFORMINTABS 500MG 100		0	unknown	0	unknown	0		UNKNOWN		METFORMIN	100	500	MG				
2039869	VILDAG/METFORM HYDTABS 500MG /50M		0	unknown	0	unknown	0		UNKNOWN		METFORMIN		50	MG				
17699	METHADONE HYDROCHLORIDE	METHADONE HYDROCHLORIDE					53397		METHADONE	GENERIC	METHADONE							
2906	METHADONE POWDER [GSK]	METHADONE POWDER [GSK]					53397		METHADONE		METHADONE							
2044556	DBL METHOTREXATETABS 2.5MG 30		0	unknown	0	unknown	0		UNKNOWN	HOSPIRA AUSTRALIA	METHOTREXATE	30	0.2	MG				
2042558	DBL METHOTREXATEVIAL 1000MG 10ML		0	unknown	0	unknown	0		UNKNOWN	HOSPIRA AUSTRALIA	METHOTREXATE				1000	MG	10	ML
2041657	DBL METHOTREXATEVIAL 50MG 5 2ML		0	unknown	0	unknown	0		UNKNOWN	HOSPIRA AUSTRALIA	METHOTREXATE	5			50	MG	2	ML
2046661	METHOTREXATEINJECTION 1G 10ML		0	unknown	0	unknown	0		UNKNOWN	GENERIC	METHOTREXATE				1000	MG	10	ML
2047136	METHOTREXATEINJECTION 50MG /2ML		0	unknown	0	unknown	0		UNKNOWN	GENERIC	METHOTREXATE				50	MG	2	ML
2048021	METHOTREXATEINJECTION 5MG /2ML		0	unknown	0	unknown	0		UNKNOWN	GENERIC	METHOTREXATE				5	MG	2	ML
2048419	MIRCERAPRE-FILL SYR 100Y .3ML		0	unknown	0	unknown	0		UNKNOWN	ROCHE	METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA				100	MCG	0.3	ML
2048420	MIRCERAPRE-FILL SYR 120Y .3ML		0	unknown	0	unknown	0		UNKNOWN	ROCHE	METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA				120	MCG	0.3	ML
2048416	MIRCERAPRE-FILL SYR 30Y .3ML		0	unknown	0	unknown	0		UNKNOWN	ROCHE	METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA				30	MCG	0.3	ML
2048418	MIRCERAPRE-FILL SYR 75Y .3ML		0	unknown	0	unknown	0		UNKNOWN	ROCHE	METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA				75	MCG	0.3	ML
2041918	DIFFLAMSOLN .15% 200ML		0	unknown	0	unknown	0		UNKNOWN	INOVA	METHYL 3-HYDROXYBENZOATE				300	MG	200	ML
587572	ORION ORALUBE (SALIVA SUBSTITUTE)	ORION ORALUBE (SALIVA SUBSTITUTE)					-1		VARIOUS		METHYL 3-HYDROXYBENZOATE							
2044518	DENCORUBX STH HT/GEL 100G		0	unknown	0	unknown	0		UNKNOWN	CHURCH & DWIGHT	METHYL SALICYLATE							
3984	GOLD CROSS METHYL SALICYLATE COMP CREAM APF 25%/-/-	GOLD CROSS METHYL SALICYLATE COMP CREAM APF	25	%			66155	EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE	PREPARATIONS WITH SALICYLIC ACID DERIVATIVES		METHYL SALICYLATE							
18485	MENTHOL/EUCALYPTUS OIL/CAMPHOR/METHYL SALICYLATE LIQUID						65614		OTHER COLD COMBINATION PREPARATIONS		METHYL SALICYLATE							
13162	METHYL SALICYLATE	METHYL SALICYLATE					53423		PREPARATIONS WITH SALICYLIC ACID DERIVATIVES	GENERIC	METHYL SALICYLATE							
15911	METHYL SALICYLATE	METHYL SALICYLATE					53423		PREPARATIONS WITH SALICYLIC ACID DERIVATIVES		METHYL SALICYLATE							
22728	METHYL SALICYLATE [MC GLOINS]	METHYL SALICYLATE [MC GLOINS]					53423		PREPARATIONS WITH SALICYLIC ACID DERIVATIVES		METHYL SALICYLATE							
22729	METHYL SALICYLATE [NELSON LABORATORIES]	METHYL SALICYLATE [NELSON LABORATORIES]					53423		PREPARATIONS WITH SALICYLIC ACID DERIVATIVES		METHYL SALICYLATE							
2042275	BENZATHINE PENICILAMPS 1.8M		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PENICILLIN G							
2046363	BENZATHINE PENICILINJECTION .9G 2ML		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PENICILLIN G				0.9	G	2.5	ML
2047621	BICILLINL A SYRINGE 900MG 10 2.3ML		0	unknown	0	unknown	0		UNKNOWN	PFIZER	PENICILLIN G				900	MG	2.3	ML
2046674	ABBOCILLIN VKFILMTABS 250MG 25		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	PENICILLIN V	25	250	MG				
2041462	ABBOCILLIN VKFILMTABS 500MG 25		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	PENICILLIN V	25	500	MG				
2047620	ABBOCILLIN VSUSP 150MG /5ML 100ML		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	PENICILLIN V				3	G	100	ML
2041273	CILICAINESYRINGE 1.5M 5 3.4ML		0	unknown	0	unknown	0		UNKNOWN	ASPEN PHARMA PL	PENICILLIN V				1.5	MG	3.4	ML
2044296	CILOPENCAPS 250MG 25		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	PENICILLIN V	25	250	MG				
2044297	CILOPENCAPS 500MG 25		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	PENICILLIN V	25	300	MG				
2048914	PHENOXYMET/PEN-AFTORAL SUSP 125MG /5ML 100ML		0	unknown	0	unknown	0		UNKNOWN	AFT PHARMACEUTICAL	PENICILLIN V				2500	MG	100	ML
2042135	PHENOXYMETHYLPENICCAPS 250MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PENICILLIN V		250	MG				
2042130	PHENOXYMETHYLPENICCAPS 500MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PENICILLIN V		500	MG				
2042090	PHENOXYMETHYLPENICSUSP 125MG /5ML		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PENICILLIN V				125	MG	5	ML
2047694	PHENOXYMETHYLPENICSUSP 150MG /5ML		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PENICILLIN V				150	MG	5	ML
2042034	PHENOXYMETHYLPENICSUSP 250MG /5ML		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PENICILLIN V				250	MG	5	ML
2042458	PHENOXYMETHYLPENICTABS 250MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PENICILLIN V		250	MG				
2042146	PHENOXYMETHYLPENICTABS 500MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PENICILLIN V		500	MG				
5337	DERMADRATE CRACKED HEEL TREATMENT CREAM	DERMADRATE CRACKED HEEL TREATMENT					63128	UREA	CARBAMIDE, COMBINATIONS		PEPPERMINT OIL							
586647	MARINA HEARTBURN MIXTURE	MARINA HEARTBURN MIXTURE									PEPPERMINT OIL							
2045258	ORA-SEDJEL 10G		0	unknown	0	unknown	0		UNKNOWN	VALEANT	PEPPERMINT OIL							
4643	ORALIFE PEPPERMINT OINTMENT ?/?/0.1%/?	ORALIFE PEPPERMINT OINTMENT		%			65732		CHLORHEXIDINE	ORION	PEPPERMINT OIL							
18975	PEPPERMINT OIL	PEPPERMINT OIL					66609		OTHER SYNTHETIC ANTICHOLINERGIC AGENTS	PROBIOTECH	PEPPERMINT OIL							
605122	FYCOMPA TABLET 6MG	FYCOMPA	6				71892	PERAMPANEL	PERAMPANEL		PERAMPANEL		6	MG				
605079	PERAMPANEL TABLET 2MG	PERAMPANEL	2				71892		PERAMPANEL		PERAMPANEL		2	MG				
604286	ORALAIR INITIATION TREATMENT S/L TABLET 100 IR + 300 IR	ORALAIR INITIATION TREATMENT					71871		UNKNOWN		PERENNIAL RYE GRASS POLLEN EXTRACT							
604283	ORALAIR S/L TABLET 300 IR	ORALAIR					71871		UNKNOWN		PERENNIAL RYE GRASS POLLEN EXTRACT							
607509	CHEMMART PERINDOPRIL ARGININE TABLET 2.5MG	CHEMMART PERINDOPRIL ARGININE	2.5				57289	PERINDOPRIL	PERINDOPRIL		PERINDOPRIL		2.5	MG				
2047186	CM PERINDOPRILTABS 2MG 30		0	unknown	0	unknown	0		UNKNOWN	APOTEX	PERINDOPRIL	30	2	MG				
2047187	CM PERINDOPRILTABS 4MG 30		0	unknown	0	unknown	0		UNKNOWN	APOTEX	PERINDOPRIL	30	4	MG				
2047188	CM PERINDOPRILTABS 8MG 30		0	unknown	0	unknown	0		UNKNOWN	APOTEX	PERINDOPRIL	30	8	MG				
2049009	IDAPREXCOMBI TABS 4MG /1.2 30		0	unknown	0	unknown	0		UNKNOWN	SANDOZ	PERINDOPRIL	30	4	MG				
2049105	PERIND/INDAP GEN/HTABS 4MG /1.2 30		0	unknown	0	unknown	0		UNKNOWN	GENERIC HEALTH P/L	PERINDOPRIL	30	4	MG				
607695	PERINDO ARG TABLET 10MG	PERINDO ARG	10				57289		PERINDOPRIL		PERINDOPRIL		10	MG				
607693	PERINDO ARG TABLET 2.5MG	PERINDO ARG	2.5				57289		PERINDOPRIL		PERINDOPRIL		2.5	MG				
607694	PERINDO ARG TABLET 5MG	PERINDO ARG	5				57289		PERINDOPRIL		PERINDOPRIL		5	MG				
2050635	PERINDO&INDAPAM CHTABS 4MG /1.2 30		0	unknown	0	unknown	0		UNKNOWN	AMNEAL PHARMA AUST	PERINDOPRIL	30	4	MG				
2047515	PERINDOCOMBI TABS 4MG /1.2 30		0	unknown	0	unknown	0		UNKNOWN	ALPHAPHARM	PERINDOPRIL	30						
2048877	PERINDOP ARG/AMLODTABS 10MG /10M		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERINDOPRIL		10	MG				
2048714	PERINDOP ARG/AMLODTABS 10MG /5MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERINDOPRIL		10	MG				
2050127	PERINDOP ARG/AMLODTABS 5MG /10M		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERINDOPRIL		5	MG				
2048904	PERINDOP ARG/AMLODTABS 5MG /5MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERINDOPRIL		5	MG				
2048003	PERINDOPR AR+INDAPTABS 2.5MG /.62		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERINDOPRIL		2.5	MG				
2047524	PERINDOPR AR+INDAPTABS 5MG /1.2		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERINDOPRIL		5	MG				
2046139	PERINDOPR ER+INDAPTABS 4MG /1.2		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERINDOPRIL		4	MG				
2047454	PERINDOPRIL-DPTABS 4MG 30		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	PERINDOPRIL	30	4	MG				
2047455	PERINDOPRIL-DPTABS 8MG 30		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	PERINDOPRIL	30	8	MG				
2048448	PERINDOPRIL-GATABS 2MG 30		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	PERINDOPRIL	30	2	MG				
2048449	PERINDOPRIL-GATABS 8MG 30		0	unknown	0	unknown	0		UNKNOWN	ASCENT PHARMA	PERINDOPRIL	30	8	MG				
2043878	PERMETHRINLOTION		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERMETHRIN							
2050929	PERMETHRINSHAMPOO 1%		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERMETHRIN				10	MG	1	ML
2042999	QUELLADAHEAD LICE TR 1% 100ML		0	unknown	0	unknown	0		UNKNOWN	PERRIGO AUST	PERMETHRIN				1000	MG	100	ML
2043925	QUELLADASCABIES TRT 5% 100ML		0	unknown	0	unknown	0		UNKNOWN	PERRIGO AUST	PERMETHRIN				5000	MG	100	ML
2039855	DIPHTH/TET/PERTUSSVACCINE		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PERTUSSIS VACCINE							
9445	LACRI-LUBE EYE OINT.	LACRI-LUBE					66527		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS		PETROLATUM							
22574	LACRI-LUBE S.O.P. EYE OINT.	LACRI-LUBE					66527		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS		PETROLATUM							
18906	AVIL DECONGESTANT SYRUP	AVIL DECONGESTANT					65043	AMMONIUM CHLORIDE/MENTHOL/PHENIRAMINE	COMBINATIONS		PHENIRAMINE							
2049530	AVIL DECONGESTANTSYRUP 15MG /5ML 100ML		0	unknown	0	unknown	0		UNKNOWN	SANOFI-AVENTIS	PHENIRAMINE				300	MG	100	ML
2039895	NAPHAZOL/PHENIRAMNEYE DROPS .025% /0.3		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHENIRAMINE				3	MG	1	ML
3598	EGOPSORYL TA GEL	EGOPSORYL TA					65838	COAL TAR/GLYCEROL/MENTHOL/PHENOL/SULFUR	TARS		PHENOL							
15037	PHENOL BP IN ALMOND OIL AMPOULE 5% W/V	PHENOL/ALMOND OIL	5	%			64966		PHENOL	HOSPIRA AUSTRALIA	PHENOL							
605078	OPTREX ACTIMIST 2in1	OPTREX ACTIMIST 2in1	-1		-1		-1		ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS	RECKITT BENCKISER	PHENOXYETHANOL							
2050308	PHENTERMINEMR CAPS 15MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHENTERMINE		15	MG				
2043034	COPHENYLCAINEFORT SPRAY 50ML		0	unknown	0	unknown	0		UNKNOWN	CARE PHARMACEUT	PHENYLEPHRINE							
2046789	DEMAZINC/CLD&FLU TB 24		0	unknown	0	unknown	0		UNKNOWN	BAYER CONSUMER	PHENYLEPHRINE							
2047727	DEMAZINCGH/CLD RELF 100ML		0	unknown	0	unknown	0		UNKNOWN	BAYER CONSUMER	PHENYLEPHRINE							
2046788	DEMAZINCOLD/FLU TAB 24		0	unknown	0	unknown	0		UNKNOWN	BAYER CONSUMER	PHENYLEPHRINE							
2041238	DEMAZINSYRUP 200ML		0	unknown	0	unknown	0		UNKNOWN	BAYER CONSUMER	PHENYLEPHRINE							
2041532	DIMETAPPC/F ELIXIR 100ML		0	unknown	0	unknown	0		UNKNOWN	PFIZER	PHENYLEPHRINE							
2047979	DUROTUSS PEDRY + DECON 100ML		0	unknown	0	unknown	0		UNKNOWN	INOVA	PHENYLEPHRINE							
27260	LEMSIP DEFENCE DAY AND NIGHT LIQUI DAY: 2500MG/										PHENYLEPHRINE							
2043863	LEMSIPUNSPECIFIED										PHENYLEPHRINE							
605073	NUROFEN COLD & FLU PE TABLET 200MG/5MG	NUROFEN COLD & FLU PE								R&B	PHENYLEPHRINE		5	MG				
2044781	NUROFENCOLD/FLU TAB 24		0	unknown	0	unknown	0		UNKNOWN	RECKITT BENCKISER	PHENYLEPHRINE	24	5	MG				
2044596	NYAL NASAL DECONGSPRAY .12% 15ML		0	unknown	0	unknown	0		UNKNOWN	VALEANT	PHENYLEPHRINE				18	MG	15	ML
27698	NYAL NASAL SPRAY 0.25%	NYAL NASAL SPRAY	0.25	%			66152		UNKNOWN	NYAL	PHENYLEPHRINE				2.5	MG	1	ML
2042039	PAEDAMIN DEC/ANTIHORAL LIQUID 200ML		0	unknown	0	unknown	0		UNKNOWN	CARE PHARMACEUT	PHENYLEPHRINE							
15145	PAEDAMIN ELIXIR	PAEDAMIN ELIXIR					65999		PHENYLEPHRINE, COMBINATIONS		PHENYLEPHRINE							
2041268	PHENYLEPHRINEEYE DROPS .12%		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHENYLEPHRINE				1.2	MG	1	ML
2040056	PHENYLEPHRINELIQUID CAPS 10MG		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHENYLEPHRINE		10	MG				
2049127	PHENYLEPHRINENASAL SPRAY .5%		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHENYLEPHRINE				5	MG	1	ML
2046644	PREDNEFRIN FORTEYE DROPS 1% 10ML		0	unknown	0	unknown	0		UNKNOWN	ALLERGAN	PHENYLEPHRINE				12	MG	10	ML
2046275	PREDNIS+P/EPHRINEEYE DROPS .12% /1%		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHENYLEPHRINE				12	MG	10	ML
2050211	ROBITUSSIN PECGH NAS CONG 200ML		0	unknown	0	unknown	0		UNKNOWN	PFIZER	PHENYLEPHRINE							
588194	HYCOMINE SYRUP	HYCOMINE SYRUP					-1	PHENYLEPHRINE, COMBINATIONS	PHENYLEPHRINE, COMBINATIONS		PHENYLPROPANOLAMINE							
2041812	DILANTINPAED SUSP 30MG /5ML 500ML		0	unknown	0	unknown	0		UNKNOWN	PFIZER	PHENYTOIN				3000	MG	500	ML
2632	NU-LAX	NU-LAX					67028		SENNA GLYCOSIDES, COMBINATIONS	ASTRAZENECA	PHOENIX RECLINATA FRUIT EXTRACT							
24554	NU-LAX	NU-LAX					67028		SENNA GLYCOSIDES, COMBINATIONS	ASTRAZENECA	PHOENIX RECLINATA FRUIT EXTRACT							
1572	NU-LAX	NU-LAX					67028		SENNA GLYCOSIDES, COMBINATIONS	ASTRAZENECA	PHOENIX RECLINATA FRUIT EXTRACT							
1573	NU-LAX BLOCK	NU-LAX					67028		SENNA GLYCOSIDES, COMBINATIONS	ORCHARD MANUF	PHOENIX RECLINATA FRUIT EXTRACT							
2044234	DIFFLAMLOZ SF CGH B 24		0	unknown	0	unknown	0		UNKNOWN	INOVA	PHOLCODINE							
2047979	DUROTUSS PEDRY + DECON 100ML		0	unknown	0	unknown	0		UNKNOWN	INOVA	PHOLCODINE							
2048458	DUROTUSSC/LOZ SF E&M 24		0	unknown	0	unknown	0		UNKNOWN	INOVA	PHOLCODINE							
2043857	DUROTUSSCGH SF ORGE 24 LOZ		0	unknown	0	unknown	0		UNKNOWN	INOVA	PHOLCODINE							
2041917	DUROTUSSDRY CGH FORT 15MG /5ML 200ML		0	unknown	0	unknown	0		UNKNOWN	INOVA	PHOLCODINE				600	MG	200	ML
2042014	DUROTUSSDRY REGULAR 1MG /ML 100ML		0	unknown	0	unknown	0		UNKNOWN	INOVA	PHOLCODINE				100	MG	100	ML
2050317	PHOLCOD/BROMHX HCLLIQUID 15MG /15M		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHOLCODINE							
2050672	PHOLCOD/PHENYLEPHLIQUID 15MG /10M		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHOLCODINE							
2040942	PHOLCODINELINCT .1%		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHOLCODINE				1	MG	1	ML
2040238	PHOLCODINEORAL LIQUID 4MG 1ML		0	unknown	0	unknown	0		UNKNOWN	GENERIC	PHOLCODINE							
591170	PHOLTRATE LINCTUS	PHOLTRATE LINCTUS					-1		PHOLCODINE	MCGLOIN	PHOLCODINE							
587572	ORION ORALUBE (SALIVA SUBSTITUTE)	ORION ORALUBE (SALIVA SUBSTITUTE)					-1		VARIOUS		PHOSPHATE							
3709	EMETROL LEMON/MINT SYRUP	EMETROL ORAL LIQUID					71619	FRUCTOSE/GLUCOSE/PHOSPHORIC ACID	OTHER ANTIEMETICS	PGO	PHOSPHORIC ACID							
33583	NERVATONA CALM TABLET	NERVATONA CALM					-1		UNKNOWN		PHOSPHORIC ACID							
2045177	DULCOLAXSP DROPS 30ML		0	unknown	0	unknown	0		UNKNOWN	BOEHRINGER INGELHM	PICOSULFATE SODIUM							
14615	MAGNESIUM CITRATE/PICOSULFOL POWDER 2*20G	SODIUM PICOSULFATE/MAGNESIUM CARBONATE/CITRIC ACID		g			71208		SODIUM PICOSULFATE, COMBINATIONS		PICOSULFATE SODIUM	2			0.01	G	20	G
23769	PICOLAX EFFERVESCENT POWDER 2*20G	PICOLAX EFFERVESCENT POWDER		g			71208		SODIUM PICOSULFATE, COMBINATIONS		PICOSULFATE SODIUM							
2044451	PICOLAXSACHET TWIN 2 20G		0	unknown	0	unknown	0		UNKNOWN	DENDY PHARMA	PICOSULFATE SODIUM							
2044450	PICOPREPSACHET 2 15.5G		0	unknown	0	unknown	0		UNKNOWN	FRESENIUS-KABI	PICOSULFATE SODIUM							
2046293	PILOPTEYE DROPS 3% 15ML		0	unknown	0	unknown	0		UNKNOWN	ALLERGAN	PILOCARPINE				450	MG	15	ML
1639	HAMILTON PINE TAR SOLUTION 2.3% W/V	HAMILTON PINE TAR SOLUTION	2.3				67095	TAR	TARS		PINE TAR							
596229	HAMILTON PINE TAR SOLUTION 2.3%/6%	HAMILTON PINE TAR SOLUTION	2.3	%	6	%	67095	TAR	TARS	KEY PHARMA	PINE TAR							
589751	PINETARSOL BAR	PINETARSOL BAR					67095		OTHER ANTIPRURITICS	EGO	PINE TAR							
2043920	PINETARSOLBATH OIL 200ML		0	unknown	0	unknown	0		UNKNOWN	EGO	PINE TAR							
2046320	PINETARSOLSOLN 100ML		0	unknown	0	unknown	0		UNKNOWN	EGO	PINE TAR							
16780	POLYTAR LIQUID	POLYTAR LIQUID					65511		OTHERS	GLAXOSMITHKLINE	PINE TAR							
16790	POLYTAR MEDICATED BAR SOAP	POLYTAR MEDICATED BAR					65513		TARS		PINE TAR							
18989	SEBITAR SCALP CLEANSING TREATMENT	SEBITAR SCALP CLEANSING TREATMENT					65842	COAL TAR/SALICYLIC ACID/TAR	OTHERS		PINE TAR							
2041827	SEBITARLOTION 250ML		0	unknown	0	unknown	0		UNKNOWN	EGO	PINE TAR							
2048761	CM PIOGLITAZONETABS 15MG 28		0	unknown	0	unknown	0		UNKNOWN	APOTEX	PIOGLITAZONE	28	15	MG				
2202	PYRENEL FOAM 0.175%	PYRENEL FOAM	0.175	%			66862		PYRETHRUM	PHARMACARE	PIPERONYL BUTOXIDE							
