concept_name	concept_class_id	concept_id	precedence	conversion_factor
"Ameluz"	"Brand Name"	"40221162"	"1"	
"Amgevita"	"Brand Name"	"994489"	"1"	
"Amikacine B. Braun"	"Brand Name"	"43564039"	"1"	
"Amiodarone EG"	"Brand Name"	"43127372"	"1"	
"Amisulpride EG"	"Brand Name"	"43127386"	"1"	
"Amlodipin Sandoz"	"Brand Name"	"43127412"	"1"	
"Amlodipin Sandoz"	"Brand Name"	"43127412"	"1"	
"Amlodipine Apotex"	"Brand Name"	"36256766"	"1"	
"Amlodipine EG"	"Brand Name"	"43127402"	"1"	
"Amlodipine EG"	"Brand Name"	"43127402"	"1"	
"Amlodipine Krka"	"Brand Name"	"36256238"	"1"	
"Amlodipine Mylan"	"Brand Name"	"43127405"	"1"	
"Amlodipine Teva"	"Brand Name"	"43127413"	"1"	
"Amlogal"	"Brand Name"	"36256512"	"1"	
"Amlor"	"Brand Name"	"43127416"	"1"	
"Ammonaps"	"Brand Name"	"21014931"	"1"	
"AmoclaneEG"	"Brand Name"	"36256481"	"1"	
"Amorolfine Teva"	"Brand Name"	"43127433"	"1"	
"Amoxicillin / Clavulanic Acid AB"	"Brand Name"	"40799982"	"1"	
"Amoxicilline EG"	"Brand Name"	"43127448"	"1"	
"Amoxicilline Sandoz"	"Brand Name"	"43127457"	"1"	
"Amoxiclav Sandoz"	"Brand Name"	"43127441"	"1"	
"Amoxiclav Teva"	"Brand Name"	"43127479"	"1"	
"Ampres"	"Brand Name"	"21016164"	"1"	
"Amsidine"	"Brand Name"	"19013537"	"1"	
"Amukin"	"Brand Name"	"43127489"	"1"	
"Anafranil"	"Brand Name"	"19022204"	"1"	
"Anafranil"	"Brand Name"	"19022204"	"1"	
"Anastrozol Actavis"	"Brand Name"	"43564225"	"1"	
"Anastrozol Sandoz"	"Brand Name"	"43127509"	"1"	
"Anastrozole EG"	"Brand Name"	"43127501"	"1"	
"Anastrozole Teva"	"Brand Name"	"43127510"	"1"	
"Androcur"	"Brand Name"	"21018407"	"1"	
"Androgel"	"Brand Name"	"19099224"	"1"	
"Anexate"	"Brand Name"	"21017849"	"1"	
"Angeliq"	"Brand Name"	"19058478"	"1"	
"Annaïs 20"	"Brand Name"	"36256850"	"1"	
"Annaïs 30"	"Brand Name"	"36256850"	"1"	
"Annaïs Continu"	"Brand Name"	"36256850"	"1"	
"Anoro"	"Brand Name"	"44785563"	"1"	
"Antabuse"	"Brand Name"	"19020354"	"1"	
"Antebor"	"Brand Name"	"36256193"	"1"	
"Anticold"	"Brand Name"	"36256138"	"1"	
"Antigriphine"	"Brand Name"	"36256845"	"1"	
"Antistax"	"Brand Name"	"43127533"	"1"	
"Antitrombine III-Concentraat Baxalta"	"Brand Name"	"36256754"	"1"	
"Apidra"	"Brand Name"	"19084603"	"1"	
"APO-GO-AMP"	"Brand Name"	"43565782"	"1"	
"APO-GO-PEN"	"Brand Name"	"43565782"	"1"	
"Apocard"	"Brand Name"	"40800893"	"1"	
"Apomorphine HCl Sterop"	"Brand Name"	"36256268"	"1"	
"Aporil"	"Brand Name"	"43252258"	"1"	
"Apranax"	"Brand Name"	"43127546"	"1"	
"Apranax"	"Brand Name"	"43127546"	"1"	
"Aprokam"	"Brand Name"	"21014543"	"1"	
"Aprovel"	"Brand Name"	"21016918"	"1"	
"Aptivus"	"Brand Name"	"19086123"	"1"	
"Aranesp"	"Brand Name"	"19025156"	"1"	
"Arava"	"Brand Name"	"19054960"	"1"	
"Arcoxia"	"Brand Name"	"21017513"	"1"	
"Aricept"	"Brand Name"	"19016002"	"1"	
"Aricept"	"Brand Name"	"19016002"	"1"	
"Arimidex"	"Brand Name"	"19100842"	"1"	
"Arimidex"	"Brand Name"	"19100842"	"1"	
"Aripiprazol Krka"	"Brand Name"	"43565715"	"1"	
"Aripiprazol Sandoz"	"Brand Name"	"43127559"	"1"	
"Aripiprazole EG"	"Brand Name"	"35406509"	"1"	
"Aripiprazole EG"	"Brand Name"	"35406509"	"1"	
"Aripiprazole Sandoz"	"Brand Name"	"43127559"	"1"	
"Aripiprazole Teva"	"Brand Name"	"43127560"	"1"	
"Arixtra"	"Brand Name"	"19016011"	"1"	
"ArkoFlex"	"Brand Name"	"36256844"	"1"	
"Arlevertan"	"Brand Name"	"36256572"	"1"	
"Armunia 20"	"Brand Name"	"36256767"	"1"	
"Armunia 30"	"Brand Name"	"36256842"	"1"	
"Aromasin"	"Brand Name"	"19100386"	"1"	
"Aromasin"	"Brand Name"	"19100386"	"1"	
"Artane"	"Brand Name"	"19020403"	"1"	
"Arteoptic"	"Brand Name"	"43565591"	"1"	
"Arteoptic"	"Brand Name"	"43565591"	"1"	
"Arthrotec"	"Brand Name"	"19125399"	"1"	
"Artiss"	"Brand Name"	"19027456"	"1"	
"Asa Apotex"	"Brand Name"	"43565778"	"1"	
"Asa EG"	"Brand Name"	"36256405"	"1"	
"Asaflow"	"Brand Name"	"36256492"	"1"	
"Aseptiderm"	"Brand Name"	"36256284"	"1"	
"Aspegic"	"Brand Name"	"21015470"	"1"	
"Aspirine"	"Brand Name"	"19055970"	"1"	
"Aspirine Cafeine"	"Brand Name"	"43565742"	"1"	
"Aspirine-C"	"Brand Name"	"40800538"	"1"	
"Astrexine"	"Brand Name"	"36256832"	"1"	
"Atacand"	"Brand Name"	"19055329"	"1"	
"Atacand Plus"	"Brand Name"	"43565884"	"1"	
"Atarax"	"Brand Name"	"19039137"	"1"	
"Atenolol / Chlortalidone EG"	"Brand Name"	"36256228"	"1"	
"Atenolol EG"	"Brand Name"	"43127643"	"1"	
"Atenolol Mylan"	"Brand Name"	"43127645"	"1"	
"Atenolol Sandoz"	"Brand Name"	"43127648"	"1"	
"Atenolol Teva"	"Brand Name"	"43127650"	"1"	
"Atorasat"	"Brand Name"	"36256407"	"1"	
"Atorstatineg"	"Brand Name"	"43127664"	"1"	
"Atorstatineg"	"Brand Name"	"43127664"	"1"	
"Atorvastatin Actavis"	"Brand Name"	"43565070"	"1"	
"Atorvastatin Apotex"	"Brand Name"	"36256513"	"1"	
"Atorvastatin Krka"	"Brand Name"	"43127668"	"1"	
"Atorvastatin Sandoz"	"Brand Name"	"43127676"	"1"	
"Atorvastatine Mylan"	"Brand Name"	"43127669"	"1"	
"Atorvastatine Teva"	"Brand Name"	"43127677"	"1"	
"Atorvastatine Teva"	"Brand Name"	"43127677"	"1"	
"Atovaquone / Proguanil EG"	"Brand Name"	"36256302"	"1"	
"Atovaquone / Proguanil Mylan"	"Brand Name"	"43127683"	"1"	
"Atovaquone / Proguanil Teva"	"Brand Name"	"43127686"	"1"	
"Atozet"	"Brand Name"	"43252293"	"1"	
"Atremia"	"Brand Name"	"36777146"	"1"	
"Atriance"	"Brand Name"	"21017187"	"1"	
"Atripla"	"Brand Name"	"19091076"	"1"	
"Atronase"	"Brand Name"	"36256477"	"1"	
"Atropine Sulfate Aguettant"	"Brand Name"	"43126089"	"1"	
"Atropine Sulfate Sterop"	"Brand Name"	"36256217"	"1"	
"Atrovent"	"Brand Name"	"19020409"	"1"	
"Aubagio"	"Brand Name"	"42898635"	"1"	
"Aubeline"	"Brand Name"	"43126095"	"1"	
"Augmentin"	"Brand Name"	"19020435"	"1"	
"Augmentin"	"Brand Name"	"19020435"	"1"	
"Augverz"	"Brand Name"	"36777137"	"1"	
"Aureomycin"	"Brand Name"	"19087117"	"1"	
"Avamys"	"Brand Name"	"21015270"	"1"	
"Avastin"	"Brand Name"	"19025346"	"1"	
"Avaxim"	"Brand Name"	"43252310"	"1"	
"Avelox"	"Brand Name"	"19099247"	"1"	
"Avessaron"	"Brand Name"	"36256504"	"1"	
"Avodart"	"Brand Name"	"19031908"	"1"	
"Avodart"	"Brand Name"	"19031908"	"1"	
"Avodart"	"Brand Name"	"19031908"	"1"	
"Avonex"	"Brand Name"	"19023492"	"1"	
"Azactam"	"Brand Name"	"19042986"	"1"	
"Azarga"	"Brand Name"	"21015581"	"1"	
"Azathioprin Sandoz"	"Brand Name"	"40801366"	"1"	
"Azathioprine Sandoz"	"Brand Name"	"40801366"	"1"	
"Azelastin-COMOD"	"Brand Name"	"40801368"	"1"	
"Azilect"	"Brand Name"	"19089083"	"1"	
"Azilect"	"Brand Name"	"19089083"	"1"	
"Azithromycin Apotex"	"Brand Name"	"36256156"	"1"	
"Azithromycine EG"	"Brand Name"	"43126117"	"1"	
"Azithromycine Sandoz"	"Brand Name"	"43126127"	"1"	
"Azithromycine Teva"	"Brand Name"	"43126128"	"1"	
"Azopt"	"Brand Name"	"19038057"	"1"	
"Azzalure"	"Brand Name"	"21017093"	"1"	
"Baclofen Aguettant"	"Brand Name"	"43126134"	"1"	
"Baclofen Mylan"	"Brand Name"	"36256846"	"1"	
"Bactrim"	"Brand Name"	"19020462"	"1"	
"Bactroban"	"Brand Name"	"19088920"	"1"	
"Balcoga"	"Brand Name"	"36256562"	"1"	
"Balsoclase Dextromethorphan"	"Brand Name"	"36256669"	"1"	
"Balsoclase Mucolyticum"	"Brand Name"	"36256232"	"1"	
"Baraclude"	"Brand Name"	"19080288"	"1"	
"Bavencio"	"Brand Name"	"1593278"	"1"	
"Baxil"	"Brand Name"	"36256758"	"1"	
"BCG Medac"	"Brand Name"	"40801545"	"1"	
"Beclophar"	"Brand Name"	"36256733"	"1"	
"Becozyme"	"Brand Name"	"43126163"	"1"	
"Befact"	"Brand Name"	"36256241"	"1"	
"Bellina"	"Brand Name"	"36256524"	"1"	
"Bellozal"	"Brand Name"	"36256239"	"1"	
"Belsar"	"Brand Name"	"40801271"	"1"	
"Belsar Plus"	"Brand Name"	"40801271"	"1"	
"Bemfola"	"Brand Name"	"21015406"	"1"	
"Bendamustine Accord"	"Brand Name"	"35406636"	"1"	
"Benefix"	"Brand Name"	"19000470"	"1"	
"Benepali"	"Brand Name"	"21016452"	"1"	
"Benerva"	"Brand Name"	"19013637"	"1"	
"Benlysta"	"Brand Name"	"40236747"	"1"	
"Benzac"	"Brand Name"	"19056269"	"1"	
"Benzadermine"	"Brand Name"	"36256146"	"1"	
"Berinert"	"Brand Name"	"40166914"	"1"	
"Beromun"	"Brand Name"	"21015137"	"1"	
"Bespres"	"Brand Name"	"36256719"	"1"	
"Betaferon"	"Brand Name"	"19016049"	"1"	
"Betagan"	"Brand Name"	"19021084"	"1"	
"Betahistine Apotex"	"Brand Name"	"36256242"	"1"	
"Betahistine EG"	"Brand Name"	"43126196"	"1"	
"Betahistine Mylan"	"Brand Name"	"43126197"	"1"	
"Betahistine Sandoz"	"Brand Name"	"43126202"	"1"	
"Betahistine Teva"	"Brand Name"	"43126203"	"1"	
"Betaserc"	"Brand Name"	"43126213"	"1"	
"Betaserc"	"Brand Name"	"43126213"	"1"	
"Betmiga"	"Brand Name"	"21019070"	"1"	
"Betnelan V"	"Brand Name"	"19013667"	"1"	
"Betnesol"	"Brand Name"	"19112543"	"1"	
"Betoptic"	"Brand Name"	"19042027"	"1"	
"Bexsero"	"Brand Name"	"45892096"	"1"	
"Bicalutamide EG"	"Brand Name"	"43126235"	"1"	
"Bicalutamide Sandoz"	"Brand Name"	"43126246"	"1"	
"Bicalutamide Teva"	"Brand Name"	"43126247"	"1"	
"Biclar"	"Brand Name"	"40801322"	"1"	
"Bifiteral"	"Brand Name"	"21016189"	"1"	
"Biktarvy"	"Brand Name"	"964016"	"1"	
"Bimatoprost EG"	"Brand Name"	"36256143"	"1"	
"Binocrit"	"Brand Name"	"21015779"	"1"	
"Biofenac"	"Brand Name"	"40802211"	"1"	
"Biofenac"	"Brand Name"	"40802211"	"1"	
"Bipressil"	"Brand Name"	"36256516"	"1"	
"Bisacodyl EG"	"Brand Name"	"36777172"	"1"	
"Bisacodyl Teva"	"Brand Name"	"36256848"	"1"	
"Bisolvon"	"Brand Name"	"19069169"	"1"	
"Bisoprolol Apotex"	"Brand Name"	"36256515"	"1"	
"Bisoprolol EG"	"Brand Name"	"43126293"	"1"	
"Bisoprolol EG"	"Brand Name"	"43126293"	"1"	
"Bisoprolol Mylan"	"Brand Name"	"43126296"	"1"	
"Bisoprolol Sandoz"	"Brand Name"	"43126302"	"1"	
"Bisoprolol Teva"	"Brand Name"	"43126303"	"1"	
"Bithiol"	"Brand Name"	"36256624"	"1"	
"Bivalirudin Accord Healthcare"	"Brand Name"	"36256390"	"1"	
"Bleomycine"	"Brand Name"	"36777140"	"1"	
"Blincyto"	"Brand Name"	"45892535"	"1"	
"Blissel"	"Brand Name"	"43126322"	"1"	
"Bocouture"	"Brand Name"	"21018529"	"1"	
"Bonefos"	"Brand Name"	"21014869"	"1"	
"Bonviva"	"Brand Name"	"21014585"	"1"	
"Bonviva"	"Brand Name"	"21014585"	"1"	
"Boorzuur Vaseline"	"Brand Name"	"36256147"	"1"	
"Boostrix"	"Brand Name"	"19079703"	"1"	
"Boostrix Polio"	"Brand Name"	"19079703"	"1"	
"Bosentan Sandoz"	"Brand Name"	"44022816"	"1"	
"Bosentan Teva"	"Brand Name"	"44022536"	"1"	
"Bosulif"	"Brand Name"	"42898546"	"1"	
"Botox"	"Brand Name"	"19045570"	"1"	
"Bradley"	"Brand Name"	"36256517"	"1"	
"Brandocare"	"Brand Name"	"36256148"	"1"	
"Breakyl"	"Brand Name"	"21017661"	"1"	
"Bretaris"	"Brand Name"	"40801880"	"1"	
"Brevibloc"	"Brand Name"	"19021087"	"1"	
"Brexine"	"Brand Name"	"43126333"	"1"	
"Bridion"	"Brand Name"	"35604510"	"1"	
"Brilique"	"Brand Name"	"21014549"	"1"	
"Brinavess"	"Brand Name"	"44014569"	"1"	
"Brintellix"	"Brand Name"	"44506424"	"1"	
"Briviact"	"Brand Name"	"35604905"	"1"	
"Bromatop"	"Brand Name"	"36256157"	"1"	
"Bromazepam EG"	"Brand Name"	"43126347"	"1"	
"Bromazepam Mylan"	"Brand Name"	"43126349"	"1"	
"Bromazepam Sandoz"	"Brand Name"	"43126352"	"1"	
"Bromhexine EG"	"Brand Name"	"36256812"	"1"	
"Broncho-Pectoralis Pholcodine"	"Brand Name"	"36256750"	"1"	
"Broncho-Vaxom"	"Brand Name"	"43564509"	"1"	
"Broncho-Vaxom"	"Brand Name"	"43564509"	"1"	
"Broncho-Vaxom"	"Brand Name"	"43564509"	"1"	
"Bronchocil"	"Brand Name"	"36256400"	"1"	
"Bronchodine"	"Brand Name"	"36256837"	"1"	
"Bronchosedal Codeine"	"Brand Name"	"36256726"	"1"	
"Bronchosedal Dextromethorphan"	"Brand Name"	"36256731"	"1"	
"Bronchosedal Mucus"	"Brand Name"	"36256552"	"1"	
"Bronchostop"	"Brand Name"	"40801695"	"1"	
"Bronchostop Duo"	"Brand Name"	"40801695"	"1"	
"Brufen"	"Brand Name"	"19026302"	"1"	
"Brufen Codeine"	"Brand Name"	"36777165"	"1"	
"Buccolam"	"Brand Name"	"21015066"	"1"	
"Buccoverso"	"Brand Name"	"36777174"	"1"	
"Budenofalk"	"Brand Name"	"21017078"	"1"	
"Budesonide"	"Brand Name"	"43564686"	"1"	
"Budesonide Ferring"	"Brand Name"	"36777138"	"1"	
"Budesonide Sandoz"	"Brand Name"	"43126388"	"1"	
"Budesonide Teva"	"Brand Name"	"43126389"	"1"	
"Bufomix"	"Brand Name"	"36256663"	"1"	
"Buprenorfine Sandoz"	"Brand Name"	"43126473"	"1"	
"Buprenorphine Teva"	"Brand Name"	"43126474"	"1"	
"Buprophar"	"Brand Name"	"36256175"	"1"	
"Burinex"	"Brand Name"	"19013700"	"1"	
"Buscopan"	"Brand Name"	"19026930"	"1"	
"Busilvex"	"Brand Name"	"21018518"	"1"	
"Bydureon"	"Brand Name"	"42705841"	"1"	
"Byetta"	"Brand Name"	"19083252"	"1"	
"C-Will"	"Brand Name"	"36256162"	"1"	
"Cabergoline Teva"	"Brand Name"	"43126479"	"1"	
"Cabometyx"	"Brand Name"	"42629384"	"1"	
"Cacit"	"Brand Name"	"21018412"	"1"	
"Cacit Vitamine D3"	"Brand Name"	"40756545"	"1"	
"Cacit Vitamine D3"	"Brand Name"	"40756545"	"1"	
"Caelyx"	"Brand Name"	"40756465"	"1"	
"Cafeine Sterop"	"Brand Name"	"36256627"	"1"	
"Cafergot"	"Brand Name"	"19040432"	"1"	
"Calci-BoneD3"	"Brand Name"	"40802808"	"1"	
"Calci-Chew"	"Brand Name"	"19057612"	"1"	
"Calisvit"	"Brand Name"	"36256759"	"1"	
"Calmday"	"Brand Name"	"36256412"	"1"	
"Calmiplant"	"Brand Name"	"36256243"	"1"	
"Camcolit"	"Brand Name"	"21014955"	"1"	
"Campral"	"Brand Name"	"19082216"	"1"	
"Campto"	"Brand Name"	"40756446"	"1"	
"Cancidas"	"Brand Name"	"19004060"	"1"	
"Candesartan / HCTZ Krka"	"Brand Name"	"43126537"	"1"	
"Candesartan EG"	"Brand Name"	"43126521"	"1"	
"Candesartan Krka"	"Brand Name"	"43126523"	"1"	
"Candesartan Plus HCT EG"	"Brand Name"	"43126536"	"1"	
"Candesartan Sandoz"	"Brand Name"	"43126527"	"1"	
"Candesartan Teva"	"Brand Name"	"43126528"	"1"	
"Canestene Clotrimazole"	"Brand Name"	"19026368"	"1"	
"Canestene Derm Bifonazole"	"Brand Name"	"21015401"	"1"	
"Canestene Gyn Clotrimazole"	"Brand Name"	"43564751"	"1"	
"Capecitabine Accord"	"Brand Name"	"43126549"	"1"	
"Capecitabine EG"	"Brand Name"	"43126552"	"1"	
"Caprelsa"	"Brand Name"	"40240530"	"1"	
"Captopril EG"	"Brand Name"	"43126748"	"1"	
"Captopril Mylan"	"Brand Name"	"43126751"	"1"	
"Captopril Sandoz"	"Brand Name"	"43126753"	"1"	
"Carbaglu"	"Brand Name"	"40173747"	"1"	
"Carbamazepine Mylan"	"Brand Name"	"43126767"	"1"	
"Carbobel"	"Brand Name"	"36256176"	"1"	
"Carbobel Mono"	"Brand Name"	"36256847"	"1"	
"Carboplatin Accord Healthcare"	"Brand Name"	"43126786"	"1"	
"Carboplatin Sandoz"	"Brand Name"	"43126791"	"1"	
"Carboplatine Fresenius Kabi"	"Brand Name"	"43126789"	"1"	
"Carboplatine Hospira"	"Brand Name"	"43126788"	"1"	
"Carboplatinum Hikma Farmaceutica"	"Brand Name"	"36256488"	"1"	
"Carbosin"	"Brand Name"	"36256235"	"1"	
"Cardioaspirine"	"Brand Name"	"36256315"	"1"	
"Carteabak"	"Brand Name"	"36256499"	"1"	
"Carteol"	"Brand Name"	"43126805"	"1"	
"Carvedilol EG"	"Brand Name"	"43126809"	"1"	
"Carvedilol Mylan"	"Brand Name"	"43126810"	"1"	
"Carvedilol Sandoz"	"Brand Name"	"43568245"	"1"	
"Carvedilol Teva"	"Brand Name"	"43126812"	"1"	
"Casodex"	"Brand Name"	"19021244"	"1"	
"Caspofungin Teva"	"Brand Name"	"36256480"	"1"	
"Caspofungine Mylan"	"Brand Name"	"36777179"	"1"	
"Cataflam"	"Brand Name"	"19058062"	"1"	
"Catapressan"	"Brand Name"	"43568356"	"1"	
"Cathejell"	"Brand Name"	"44014827"	"1"	
"Caverject"	"Brand Name"	"19059344"	"1"	
"Cayston"	"Brand Name"	"40173802"	"1"	
"Cedium Benzalkonium"	"Brand Name"	"36256756"	"1"	
"Cedium Chlorhexidine"	"Brand Name"	"36256549"	"1"	
"Cedocard"	"Brand Name"	"19013263"	"1"	
"Cedur"	"Brand Name"	"43568373"	"1"	
"Cefadroxil Mylan"	"Brand Name"	"43126827"	"1"	
"Cefadroxil Sandoz"	"Brand Name"	"43127241"	"1"	
"Cefazoline Mylan"	"Brand Name"	"43127246"	"1"	
"Cefazoline Sandoz"	"Brand Name"	"36256227"	"1"	
"Cefepim Fresenius Kabi"	"Brand Name"	"36256790"	"1"	
"Cefotaxim Sandoz"	"Brand Name"	"40802573"	"1"	
"Ceftazidim Fresenius Kabi"	"Brand Name"	"43127301"	"1"	
"Ceftazidim Mylan"	"Brand Name"	"43127302"	"1"	
"Ceftriaxone Fresenius Kabi"	"Brand Name"	"43127321"	"1"	
"Ceftriaxone Mylan"	"Brand Name"	"43127322"	"1"	
"Ceftriaxone Sandoz"	"Brand Name"	"43127326"	"1"	
