concept_name	concept_class_id	concept_id	precedence	conversion_factor
"PEGINTERFERONE BETA 1A"	"Ingredient"	"45775146"	"1"	
"ASTRA ZENECA"	"Supplier"	"43132746"	"1"	
"ATORVASTATINE MYLAN"	"Brand Name"	"43127669"	"1"	
"AUROBINDO PHARMA BV"	"Supplier"	"21019592"	"1"	
"AZARON"	"Brand Name"	"43565908"	"1"	
"BAUSCH & LOMB PHARMA"	"Supplier"	"21019189"	"1"	
"BAXTER"	"Supplier"	"43132265"	"1"	
"BAYER CONSUMER HEALTH"	"Supplier"	"21019569"	"1"	
"BAYER PHARMACEUTICALS"	"Supplier"	"21019569"	"1"	
"B. BRAUN MEDICAL"	"Supplier"	"43132427"	"1"	
"BEFACT"	"Brand Name"	"36256241"	"1"	
"BESINS HEALTHCARE"	"Supplier"	"21019389"	"1"	
"BIOHORMA BELGIUM"	"Supplier"	"36777197"	"1"	
"amp. + poudre sèche"	"Dose Form"	"19082080"	"1"	
"amp. + poudre sèche"	"Dose Form"	"19095898"	"2"	
"amp. + poudre sèche"	"Dose Form"	"46234410"	"3"	
"amp. + poudre sèche"	"Dose Form"	"19082228"	"4"	
"amp. + poudre sèche"	"Dose Form"	"19082283"	"5"	
"SODIUM PROPIONATE"	"Ingredient"	"19078151"	"1"	
"BRAUNODERM COLORE"	"Brand Name"	"43564387"	"1"	
"BRICANYL TURBOHALER"	"Brand Name"	"43126335"	"1"	
"amp. + poudre sèche"	"Dose Form"	"19082221"	"6"	
"amp. + poudre sèche"	"Dose Form"	"19129634"	"7"	
"amp. + poudre sèche"	"Dose Form"	"19082167"	"8"	
"amp. + poudre sèche"	"Dose Form"	"19082191"	"9"	
"amp. + poudre sèche"	"Dose Form"	"19082170"	"10"	
"amp. + poudre sèche"	"Dose Form"	"19095977"	"11"	
"amp. + poudre sèche"	"Dose Form"	"19082165"	"12"	
"amp. + poudre sèche"	"Dose Form"	"19082195"	"13"	
"amp. + poudre sèche"	"Dose Form"	"19082196"	"14"	
"amp. + poudre sèche"	"Dose Form"	"19095913"	"15"	
"amp. + poudre sèche"	"Dose Form"	"19095914"	"16"	
"amp. + poudre sèche"	"Dose Form"	"19082106"	"17"	
"amp. + poudre sèche"	"Dose Form"	"19095915"	"18"	
"amp. + poudre sèche"	"Dose Form"	"19082103"	"19"	
"amp. + poudre sèche"	"Dose Form"	"19082104"	"20"	
"BRINZOLAMID SANDOZ"	"Brand Name"	"44022818"	"1"	
"BRONCHO VAXOM ENFANTS PI PHARMA"	"Brand Name"	"40801908"	"1"	
"CALMDAY"	"Brand Name"	"36256412"	"1"	
"CARBOBEL SIMPLEX"	"Brand Name"	"36256176"	"1"	
"CATAFLAM PI PHARMA"	"Brand Name"	"19058062"	"1"	
"CIPLA EUROPE"	"Supplier"	"43254575"	"1"	
"CLEXANE"	"Brand Name"	"21014424"	"1"	
"CLOPIDOGREL ZENTIVA PI PHARMA"	"Brand Name"	"43126980"	"1"	
"amp. seringues"	"Dose Form"	"19082103"	"2"	
"amp. seringues"	"Dose Form"	"46234469"	"1"	
"amp. seringues"	"Dose Form"	"19126920"	"3"	
"ampoule(s) pour perfusion"	"Dose Form"	"19082103"	"1"	
"ampoule(s) pour perfusion"	"Dose Form"	"46234469"	"3"	
"ampoule(s) pour perfusion"	"Dose Form"	"19082104"	"2"	
"applicateur(s)"	"Dose Form"	"19082073"	"1"	
"applicateur(s)"	"Dose Form"	"19082229"	"2"	
"applicateur(s)"	"Dose Form"	"42629089"	"3"	
"applicateur(s)"	"Dose Form"	"19130329"	"4"	
"bain ophtalmique"	"Dose Form"	"19059413"	"2"	
"bain ophtalmique"	"Dose Form"	"19129634"	"1"	
"bain ophtalmique"	"Dose Form"	"19082167"	"3"	
"baume"	"Dose Form"	"19082224"	"1"	
"caps. pour inhalation"	"Dose Form"	"19126918"	"5"	
"caps. pour inhalation"	"Dose Form"	"19127579"	"2"	
"caps. pour inhalation"	"Dose Form"	"19082259"	"1"	
"caps. pour inhalation"	"Dose Form"	"19018195"	"4"	
"caps. pour inhalation"	"Dose Form"	"19095898"	"3"	
"caps. vaginales"	"Dose Form"	"19093368"	"2"	
"caps. vaginales"	"Dose Form"	"19010962"	"1"	
"cartouches"	"Dose Form"	"46234468"	"1"	
"ciment arthro-plastique"	"Dose Form"	"19124967"	"1"	
"COLIMYCINE"	"Brand Name"	"43126395"	"1"	
"collyre en goutes"	"Dose Form"	"19129634"	"1"	
"COMBIVENT"	"Brand Name"	"19021326"	"1"	
"COMPEEDMED"	"Brand Name"	"40803999"	"1"	
"compr."	"Dose Form"	"19010962"	"5"	
"compr."	"Dose Form"	"19082285"	"4"	
"compr."	"Dose Form"	"19082573"	"1"	
"compr."	"Dose Form"	"19135866"	"3"	
"compr."	"Dose Form"	"40175589"	"2"	
"compr. (emballage calendrier)"	"Dose Form"	"19001949"	"3"	
"compr. (emballage calendrier)"	"Dose Form"	"19082079"	"2"	
"compr. (emballage calendrier)"	"Dose Form"	"19082573"	"1"	
"RIBOFLAVIN (VIT B2)"	"Ingredient"	"19062817"	"1"	
"compr. enrobé(s)"	"Dose Form"	"19001949"	"3"	
"compr. enrobé(s)"	"Dose Form"	"19082079"	"2"	
"compr. enrobé(s)"	"Dose Form"	"19082573"	"1"	
"compr. gastrorésistant(s)"	"Dose Form"	"19001949"	"2"	
"compr. lyophilisé(s)"	"Dose Form"	"19135866"	"1"	
"compr. lyophilisé(s)"	"Dose Form"	"19135868"	"2"	
"compr. lyophilisé(s)"	"Dose Form"	"19082168"	"3"	
"compr. lyophilisé(s)"	"Dose Form"	"19082573"	"4"	
"compr. gastrorésistant(s)"	"Dose Form"	"19082079"	"3"	
"compr. soluble(s)"	"Dose Form"	"19082573"	"3"	
"compr. soluble(s)"	"Dose Form"	"19082076"	"2"	
"compr. soluble(s)"	"Dose Form"	"44817840"	"1"	
"compr. sublinguaux"	"Dose Form"	"19082573"	"2"	
"compr. sublinguaux"	"Dose Form"	"19082285"	"1"	
"compr. vaginaux"	"Dose Form"	"19010962"	"1"	
"compr. vaginaux"	"Dose Form"	"19093368"	"2"	
"compresse(s)"	"Dose Form"	"19082228"	"1"	
"compr. gastrorésistant(s)"	"Dose Form"	"19082573"	"1"	
"comprimé(s) à action prolongée"	"Dose Form"	"19001949"	"2"	
"comprimé(s) à action prolongée"	"Dose Form"	"19082079"	"1"	
"comprimé(s) à libération prolongée"	"Dose Form"	"19001949"	"1"	
"comprimé(s) à libération prolongée"	"Dose Form"	"19082079"	"2"	
"comprimé(s) à libération prolongée"	"Dose Form"	"19082573"	"3"	
"comprimé(s) dispersable(s)"	"Dose Form"	"19082076"	"1"	
"comprimé(s) dispersable(s)"	"Dose Form"	"1592486"	"2"	
"comprimé(s) dispersable(s)"	"Dose Form"	"19082573"	"3"	
"comprimé(s) soluble(s) UE"	"Dose Form"	"19082573"	"3"	
"comprimé(s) soluble(s) UE"	"Dose Form"	"19082076"	"2"	
"comprimé(s) soluble(s) UE"	"Dose Form"	"44817840"	"1"	
"comprimé(s) à action prolongée"	"Dose Form"	"19082573"	"3"	
"comprimés effervescents p.o."	"Dose Form"	"19082573"	"2"	
"comprimés effervescents p.o."	"Dose Form"	"44817840"	"1"	
"compr. pelliculé(s)"	"Dose Form"	"19001949"	"2"	
"compr. pelliculé(s)"	"Dose Form"	"19082079"	"3"	
"compr. pelliculé(s)"	"Dose Form"	"19082573"	"1"	
"crayon"	"Dose Form"	"46234410"	"1"	
"concentré"	"Dose Form"	"19082103"	"1"	
"concentré"	"Dose Form"	"19082170"	"2"	
"crème vaginale"	"Dose Form"	"19082287"	"2"	
"crème vaginale"	"Dose Form"	"19010878"	"1"	
"crème vaginale"	"Dose Form"	"19082227"	"3"	
"disque(s) avec inhalateur"	"Dose Form"	"19126918"	"1"	
"disque(s) avec inhalateur"	"Dose Form"	"19127579"	"2"	
"disque(s) avec inhalateur"	"Dose Form"	"19082259"	"3"	
"disque(s) avec inhalateur"	"Dose Form"	"19018195"	"5"	
"disque(s) avec inhalateur"	"Dose Form"	"19095898"	"4"	
"concentré"	"Dose Form"	"19082228"	"3"	
"conditionnement combiné"	"Dose Form"	"45775489"	"1"	
"CONFORMA"	"Supplier"	"36777198"	"1"	
"crème"	"Dose Form"	"19082169"	"2"	
"crème"	"Dose Form"	"19082224"	"1"	
"CRUCELL"	"Supplier"	"43579005"	"1"	
"drag. gastrorésistantes"	"Dose Form"	"19001949"	"3"	
"drag. gastrorésistantes"	"Dose Form"	"19082079"	"2"	
"drag. gastrorésistantes"	"Dose Form"	"19082573"	"1"	
"émulsion"	"Dose Form"	"19082080"	"6"	
"émulsion"	"Dose Form"	"46234410"	"1"	
"VACCINO INFLUENZALE VIVO ATTENUATO"	"Ingredient"	"40225031"	"6"	
"émulsion"	"Dose Form"	"19082191"	"3"	
"émulsion"	"Dose Form"	"19095915"	"4"	
"émulsion"	"Dose Form"	"19095914"	"5"	
"VALDECOXIB"	"Ingredient"	"1103374"	"1"	
"VALERIAN"	"Ingredient"	"1397059"	"2"	
"émulsion"	"Dose Form"	"19082104"	"2"	
"flac."	"Dose Form"	"19082103"	"1"	
"flac."	"Dose Form"	"46234469"	"3"	
"flac."	"Dose Form"	"19082104"	"2"	
"DAFLON"	"Brand Name"	"21018573"	"1"	
"DAIVONEX"	"Brand Name"	"43567157"	"1"	
"DAKTAR"	"Brand Name"	"40807373"	"1"	
"DECODERM COMP"	"Brand Name"	"43567178"	"1"	
"DE ICOL"	"Brand Name"	"36256190"	"1"	
"DEXA SINE"	"Brand Name"	"40804695"	"1"	
"DICLOFENAC TEVA"	"Brand Name"	"43132121"	"1"	
"flac. pour injection i.v./perfussion"	"Dose Form"	"19082103"	"1"	
"flac. pour injection i.v./perfussion"	"Dose Form"	"46234469"	"3"	
"flac. pour injection i.v./perfussion"	"Dose Form"	"19082104"	"2"	
"flac. solvant"	"Dose Form"	"19082103"	"1"	
"flac. solvant"	"Dose Form"	"46234469"	"2"	
"flac. solvant"	"Dose Form"	"19082104"	"3"	
"DIPIDOLOR"	"Brand Name"	"43567743"	"1"	
"DOLVIRAN"	"Brand Name"	"40805336"	"1"	
"DOVOBET"	"Brand Name"	"21016482"	"1"	
"drag."	"Dose Form"	"19082079"	"1"	
"VITEX AGNUS-CASTUS"	"Ingredient"	"44506796"	"1"	
"VITIS VINIFERA"	"Ingredient"	"1593386"	"2"	
"VITIS VINIFERA"	"Ingredient"	"35606157"	"3"	
"VITIS VINIFERA"	"Ingredient"	"42900062"	"4"	
"VITIS VINIFERA"	"Ingredient"	"42900067"	"5"	
"VITIS VINIFERA"	"Ingredient"	"42900068"	"6"	
"VITIS VINIFERA"	"Ingredient"	"42904225"	"7"	
"VITIS VINIFERA"	"Ingredient"	"43525901"	"8"	
"drag."	"Dose Form"	"19082573"	"3"	
"drag."	"Dose Form"	"19135866"	"2"	
"drag. (emballage calendrier)"	"Dose Form"	"19082079"	"3"	
"TETRACOSACTIDE"	"Ingredient"	"19008009"	"1"	
"TETRAZEPAM"	"Ingredient"	"19041746"	"1"	
"TETRYZOLINE"	"Ingredient"	"941577"	"1"	
"THEBACON"	"Ingredient"	"40799139"	"1"	
"drag. (emballage calendrier)"	"Dose Form"	"19082573"	"1"	
"drag. (emballage calendrier)"	"Dose Form"	"19135866"	"2"	
"gel vaginal"	"Dose Form"	"19010878"	"2"	
"gel vaginal"	"Dose Form"	"19010880"	"1"	
"gel vaginal"	"Dose Form"	"19082287"	"3"	
"ELUDRIL"	"Brand Name"	"21017062"	"1"	
"EPAXAL"	"Brand Name"	"21014204"	"1"	
"ESCITALOPRAM TEVA"	"Brand Name"	"43129197"	"1"	
"EUCALYPTINE LE BRUN"	"Brand Name"	"40805687"	"1"	
"EUCALYPTINE PHOLCODINE"	"Brand Name"	"40805687"	"1"	
"EUMEDICA"	"Supplier"	"43132732"	"1"	
"FAGRON"	"Supplier"	"21019830"	"1"	
"FENISTIL"	"Brand Name"	"43566339"	"1"	
"flacon(s) pour perfusion"	"Dose Form"	"19082103"	"1"	
"gomme à mâcher"	"Dose Form"	"19102296"	"1"	
"flacon(s) pour perfusion"	"Dose Form"	"19082104"	"2"	
"flacon(s) pour perfusion"	"Dose Form"	"46234469"	"3"	
"flac. pour injection"	"Dose Form"	"19082103"	"5"	
"flac. pour injection"	"Dose Form"	"19082104"	"6"	
"flac. pour injection"	"Dose Form"	"19082106"	"3"	
"flac. pour injection"	"Dose Form"	"19095913"	"1"	
"flac. pour injection"	"Dose Form"	"19095914"	"2"	
"flac. pour injection"	"Dose Form"	"19095915"	"4"	
"flac. pour injection"	"Dose Form"	"46234469"	"7"	
"FORLAX JUNIOR PI PHARMA"	"Brand Name"	"43130320"	"1"	
"FORLAX PHARMAPARTNER"	"Brand Name"	"43130320"	"1"	
"FRESENIUS KABI"	"Supplier"	"21020720"	"1"	
"GALANTAMINE EG"	"Brand Name"	"43130579"	"1"	
"GEDEON RICHTER BENELUX"	"Supplier"	"43132645"	"1"	
"gel"	"Dose Form"	"19095916"	"2"	
"gel"	"Dose Form"	"19095973"	"1"	
"gel nasal"	"Dose Form"	"19082163"	"1"	
"gel nasal"	"Dose Form"	"19095973"	"2"	
"gouttes oculaires/nasales/auriculaires"	"Dose Form"	"19129634"	"7"	
"gouttes oculaires/nasales/auriculaires"	"Dose Form"	"19082195"	"6"	
"gouttes oculaires/nasales/auriculaires"	"Dose Form"	"19082165"	"5"	
"gouttes oculaires/nasales/auriculaires"	"Dose Form"	"19095977"	"4"	
"gouttes oculaires/nasales/auriculaires"	"Dose Form"	"19082167"	"3"	
"gouttes oculaires/nasales/auriculaires"	"Dose Form"	"19082196"	"2"	
"gouttes oculaires/nasales/auriculaires"	"Dose Form"	"19082228"	"1"	
"gouttes ophtalm. et otiques"	"Dose Form"	"19082228"	"1"	
"gouttes ophtalm. et otiques"	"Dose Form"	"19129634"	"2"	
"gouttes ophtalm. et otiques"	"Dose Form"	"19082195"	"3"	
"gouttes otiques"	"Dose Form"	"19082228"	"1"	
"gouttes otiques"	"Dose Form"	"19082195"	"2"	
"gouttes otiques"	"Dose Form"	"19082196"	"3"	
"gel ophtalmique"	"Dose Form"	"19082166"	"3"	
"gel ophtalmique"	"Dose Form"	"19082576"	"2"	
"gel ophtalmique"	"Dose Form"	"19135925"	"1"	
"implant"	"Dose Form"	"19124968"	"1"	
"inhalateur"	"Dose Form"	"19126918"	"5"	
"inhalateur"	"Dose Form"	"19127579"	"4"	
"inhalateur"	"Dose Form"	"19082259"	"3"	
"inhalateur"	"Dose Form"	"19018195"	"1"	
"inhalateur"	"Dose Form"	"19095898"	"2"	
"gélule(s)"	"Dose Form"	"19082077"	"3"	
"gélule(s)"	"Dose Form"	"19082168"	"1"	
"gélule(s)"	"Dose Form"	"19082255"	"2"	
"gélule(s) à libération prolongée"	"Dose Form"	"19082077"	"1"	
"gélule(s) à libération prolongée"	"Dose Form"	"19082168"	"3"	
"injecteurs"	"Dose Form"	"19082103"	"1"	
"injecteurs"	"Dose Form"	"19082104"	"2"	
"injecteurs"	"Dose Form"	"46234469"	"3"	
"injecteurs"	"Dose Form"	"46234466"	"6"	
"injecteurs"	"Dose Form"	"46234467"	"5"	
"injecteurs"	"Dose Form"	"19126920"	"4"	
"lait"	"Dose Form"	"46234410"	"1"	
"gélule(s) à libération prolongée"	"Dose Form"	"19082255"	"2"	
"gélules gastrorésistantes"	"Dose Form"	"19082077"	"1"	
"gélules gastrorésistantes"	"Dose Form"	"19082168"	"3"	
"mousse"	"Dose Form"	"19082102"	"1"	
"mousse"	"Dose Form"	"44784844"	"6"	
"mousse"	"Dose Form"	"19095971"	"4"	
"mousse"	"Dose Form"	"19082574"	"5"	
"mousse"	"Dose Form"	"19095972"	"2"	
"mousse"	"Dose Form"	"19010879"	"3"	
"gélules gastrorésistantes"	"Dose Form"	"19082255"	"2"	
"GINSANA"	"Brand Name"	"19125981"	"1"	
"pastille(s)"	"Dose Form"	"19082573"	"2"	
"pastille(s)"	"Dose Form"	"19082253"	"1"	
"GIVALEX"	"Brand Name"	"43130787"	"1"	
"GLAXO SMITHKLINE BIOLOGICALS"	"Supplier"	"43132423"	"1"	
"GLAXOSMITHKLINE CONS. HEALTHCARE"	"Supplier"	"43132423"	"1"	
"goutte(s)"	"Dose Form"	"19016586"	"10"	
"pâte dentifrice"	"Dose Form"	"19009068"	"1"	
"perle(s)"	"Dose Form"	"19082573"	"1"	
"goutte(s)"	"Dose Form"	"19059413"	"5"	
"goutte(s)"	"Dose Form"	"19082103"	"9"	
"goutte(s)"	"Dose Form"	"19082165"	"6"	
"goutte(s)"	"Dose Form"	"19082170"	"2"	
"goutte(s)"	"Dose Form"	"19082195"	"3"	
"goutte(s)"	"Dose Form"	"19082228"	"1"	
"goutte(s)"	"Dose Form"	"19082283"	"7"	
"pommade grasse"	"Dose Form"	"19082164"	"3"	
"pommade grasse"	"Dose Form"	"19135925"	"4"	
"pommade grasse"	"Dose Form"	"19095975"	"5"	
"pommade grasse"	"Dose Form"	"19082194"	"6"	
"pommade grasse"	"Dose Form"	"19082282"	"7"	
"pommade grasse"	"Dose Form"	"19082227"	"1"	
"pommade grasse"	"Dose Form"	"19082287"	"2"	
"goutte(s)"	"Dose Form"	"19095898"	"8"	
"goutte(s)"	"Dose Form"	"19129634"	"4"	
"gouttes nasales"	"Dose Form"	"19082165"	"1"	
"gouttes nasales"	"Dose Form"	"19082228"	"2"	
"pommade oculaire/auriculaire"	"Dose Form"	"19082576"	"3"	
"pommade oculaire/auriculaire"	"Dose Form"	"19135925"	"4"	
"pommade oculaire/auriculaire"	"Dose Form"	"19082193"	"1"	
"pommade oculaire/auriculaire"	"Dose Form"	"19082194"	"2"	
"gouttes nasales/auriculaires"	"Dose Form"	"19082165"	"2"	
"gouttes nasales/auriculaires"	"Dose Form"	"19082195"	"3"	
"gouttes nasales/auriculaires"	"Dose Form"	"19082228"	"1"	
"gouttes oculaires (unidose)"	"Dose Form"	"19082228"	"1"	
"poudre injectable"	"Dose Form"	"19082103"	"2"	
"poudre injectable"	"Dose Form"	"46234469"	"3"	
"poudre injectable"	"Dose Form"	"19082104"	"1"	
"gouttes oculaires (unidose)"	"Dose Form"	"19129634"	"2"	
"granulé"	"Dose Form"	"19082651"	"1"	
"granulé"	"Dose Form"	"45775489"	"2"	
"granulé"	"Dose Form"	"45775490"	"3"	
"GRUNENTHAL BELGIUM"	"Supplier"	"21019519"	"1"	
"GUERBET"	"Supplier"	"21019947"	"1"	
"GYNOSOYA"	"Brand Name"	"36777129"	"1"	
"HAL ALLERGY BENELUX"	"Supplier"	"43580012"	"1"	
"HEMERAN"	"Brand Name"	"40808369"	"1"	
"HERIA IMPEXECO"	"Brand Name"	"36256794"	"1"	
"poudre(s)"	"Dose Form"	"46234410"	"2"	
"poudre(s)"	"Dose Form"	"19082221"	"6"	
"poudre(s)"	"Dose Form"	"19082196"	"7"	
"poudre(s)"	"Dose Form"	"19082191"	"1"	
"poudre(s)"	"Dose Form"	"19082167"	"5"	
"poudre(s)"	"Dose Form"	"19095977"	"3"	
"poudre(s)"	"Dose Form"	"19082104"	"4"	
"poudre(s) pour suspension orale"	"Dose Form"	"19082191"	"1"	
"poudre(s) pour suspension orale"	"Dose Form"	"45775492"	"2"	
"rotadisk"	"Dose Form"	"19126918"	"5"	
"rotadisk"	"Dose Form"	"19127579"	"4"	
"rotadisk"	"Dose Form"	"19082259"	"3"	
"rotadisk"	"Dose Form"	"19018195"	"2"	
"rotadisk"	"Dose Form"	"19095898"	"1"	
"HEXABRIX"	"Brand Name"	"42910260"	"1"	
"HIBITANE SOL CONC"	"Brand Name"	"19113061"	"1"	
"HUMEX"	"Brand Name"	"43131343"	"1"	
"IMATINIB EG"	"Brand Name"	"35406507"	"1"	
"IMPEXECO"	"Supplier"	"36256891"	"1"	
"INFECTOFLAM"	"Brand Name"	"40809119"	"1"	
