concept_code_1	concept_code_2	vocabulary_id_1	vocabulary_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
"5-030.31"	"178778006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-030.31"	"311482001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-030.32"	"178778006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-030.32"	"311482001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-030.70"	"178778006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-030.70"	"22793001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-030.71"	"178778006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-030.71"	"22793001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-031.00"	"178779003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-031.01"	"178779003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-031.02"	"178779003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-031.30"	"178779003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.00"	"178780000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.01"	"178780000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.10"	"178780000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.10"	"429377005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.11"	"178780000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.11"	"429377005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.20"	"178780000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.20"	"429377005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.8"	"129197008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.8"	"129200009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.8"	"311482001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.8"	"429377005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.x"	"129197008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.x"	"129200009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-032.x"	"265711005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-033.0"	"446134005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-035.2"	"26083004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-035.2"	"9047006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-035.4"	"26083004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-035.4"	"9047006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-035.6"	"26083004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-035.6"	"85732008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-035.6"	"9047006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-036.6"	"65442003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-036.7"	"359570005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-036.8"	"230984006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-038.0"	"307300009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-038.9"	"118679007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-038.9"	"241031001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-041.4"	"287911009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-041.4"	"6439004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-043.1"	"118695007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-043.1"	"57071006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-044.4"	"112746006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-044.4"	"361242007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-056.3"	"8505009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-059.b"	"1678006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-061.0"	"302338000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-062.5"	"30956003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-062.8"	"30956003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-063.0"	"13619001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-063.2"	"13619001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-063.2"	"53304009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-063.4"	"13619001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-063.4"	"712978001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-065.1"	"74999006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-066.0"	"63742004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-067.1"	"3137001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-067.1"	"53304009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-069.30"	"3137001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-069.30"	"53304009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-069.31"	"3137001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-069.31"	"53304009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-069.4"	"718333004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-069.40"	"718333004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-072.03"	"42843004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-075.1"	"359713003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-075.4"	"171957008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-077.3"	"18936008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-077.3"	"399750009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-077.4"	"43450002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-087.01"	"231629008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.00"	"172212009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.10"	"172212009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.10"	"252416005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.11"	"172212009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.11"	"252416005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.20"	"172212009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.21"	"172212009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.30"	"172212009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.30"	"252416005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.31"	"172212009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-091.31"	"252416005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-092.00"	"231605001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-093.1"	"17245003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-094.1"	"359637008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-095.00"	"12762001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-095.01"	"12762001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-095.10"	"12762001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-095.11"	"12762001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.00"	"231598000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.01"	"231598000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.10"	"172226000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.10"	"59077004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.1x"	"231598000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.20"	"120110004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.30"	"47920001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.50"	"74688006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.51"	"49194008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-096.6"	"2242005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-097.1"	"38965009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-097.2"	"80885007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-10b.0"	"91578009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-10k.0"	"231638005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-112.1"	"39346000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-112.2"	"39346000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-112.2"	"76135002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-122.1"	"38330000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-122.4"	"38330000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-123.20"	"172405003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-123.21"	"40833009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-123.3"	"397516006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-125.0"	"83694000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-125.00"	"83694000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-125.10"	"42101009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-129.2"	"426676006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-129.4"	"172423006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-131.40"	"90854001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-131.42"	"118635009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-131.42"	"371370007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-132.1"	"71091006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-132.2"	"35137007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-132.20"	"120085004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-132.20"	"35137007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-132.21"	"35137007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-132.21"	"363687006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-133.0"	"265289002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-133.6"	"371345007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-133.7"	"182527001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-133.7"	"231733009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-136.1"	"371345007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-137.2"	"55931003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-137.4"	"44958007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-137.7"	"172499002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-138.10"	"172469006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-139.0"	"31222007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-139.10"	"49288009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-139.11"	"49288009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-139.12"	"2536007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-139.12"	"49288009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-139.2"	"4143006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-142.1"	"85785001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-142.2"	"231748003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-142.3"	"66226002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-144.3a"	"415089008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-144.4a"	"308694002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-144.5a"	"401306006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-144.5b"	"401306006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-147.1"	"88234006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-149.0"	"414507007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-152.0"	"427326007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-152.2"	"3938007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-154.0"	"428435002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-154.2"	"58889009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-154.3"	"231766008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-154.4"	"427326007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-155.0"	"363079009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-155.0"	"75278007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-155.1"	"37002005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-155.3"	"49257005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-155.4"	"49257005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-155.6"	"75278007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-155.80"	"85257004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-156.0"	"231774009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-156.9"	"82036007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-157.0"	"231765007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.10"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.12"	"66205002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.12"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.15"	"231783004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.15"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.16"	"18629005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.16"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.20"	"449364006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.20"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.21"	"38696002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.21"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.22"	"66205002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.22"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.23"	"231779004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.23"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.32"	"66205002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.32"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.33"	"231779004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.40"	"449364006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.42"	"66205002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.42"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.43"	"231779004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.43"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.44"	"231779004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.44"	"231783004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-158.44"	"87021001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-159.00"	"172555009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-159.00"	"449364006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-159.10"	"3499006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-159.10"	"449364006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-160.2"	"231552001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-163.10"	"397994004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-163.10"	"82305005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-164.1"	"73582005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-169.00"	"83639008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-169.1"	"231686003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-181.0"	"46441006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-181.1"	"46441006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-181.1"	"714797009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-181.3"	"84673007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-181.9"	"53352004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-182.0"	"90076009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-182.1"	"714797009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-182.1"	"90076009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-184.2"	"56361007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-184.2"	"73207003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-184.3"	"73207003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-185.0"	"265303002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-185.2"	"255812008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-186.x"	"52577005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-189.0"	"426098003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-194.0"	"396490007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-194.1"	"396490007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-195.90"	"386556002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-195.92"	"386556002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-197.2"	"11053008"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-200.4"	"397760009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-200.5"	"284532000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-200.y"	"397760009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-201"	"275002001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-203.0"	"172649009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-203.1"	"63186001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-204.3"	"359739000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-205.0"	"68327001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-205.4"	"18223002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-209.1"	"74946000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-209.24"	"44218004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-209.25"	"44218004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-210.0"	"35807001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-210.1"	"55810002"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-212.0"	"172778001"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-212.1"	"172779009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-212.1"	"714797009"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-212.2"	"232494004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-214.0"	"736512006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-214.4"	"736512006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-214.5"	"13529000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-214.6"	"736512006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-215.00"	"23404005"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-215.2"	"51302004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-215.3"	"232483003"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-215.4"	"172801000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-215.x"	"172801000"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-216.0"	"25060006"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-217.1"	"232463004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-217.1"	"287389007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-217.2"	"232463004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-217.2"	"287389007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-217.3"	"232463004"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
"5-217.3"	"287389007"	"OPS"	"SNOMED"	"Maps to"	"1970-01-01"	"2099-12-31"	
